"Genes","ProtDesc","logFC","Diff_Abund","negLog10_sca_adjPval","sca.t","sca.P.Value","AveExpr","count","sca.adj.pval","P.Value","adj.P.Val"
"SAP130","Histone deacetylase complex subunit SAP130",0.14,"Non-significant",0.249,0.758262716522004,0.465452905048766,17.54,3,0.563899434720218,0.454183006821949,0.549121547071
"M6PR","Cation-dependent mannose-6-phosphate receptor",0.1,"Non-significant",0.248,0.755734889990552,0.466902092935873,19.3,5,0.565307895212105,0.46727185234475,0.56230463548972
"MRPS22","28S ribosomal protein S22, mitochondrial",0.03,"Non-significant",0.248,0.755736579565879,0.466901123349721,20.14,15,0.565307895212105,0.547134079032083,0.637311003910641
"RSBN1","Lysine-specific demethylase 9",-0.34,"Non-significant",0.248,-0.755936743149069,0.466786265821557,14.84,2,0.565307895212105,0.478226938944098,0.57222827052219
"GMEB2","Glucocorticoid modulatory element-binding protein 2",0.36,"Non-significant",0.248,0.755473328759342,0.467052208988357,15.68,1,0.56537396083963,0.476690114625291,0.570851124921645
"ABITRAM","Protein Abitram",-0.12,"Non-significant",0.247,-0.754388223859708,0.467675305254031,15.76,5,0.565780981637314,0.47418951513619,0.56877749058602
"ARFGEF2","Brefeldin A-inhibited guanine nucleotide-exchange protein 2;Brefeldin A-inhibited guanine nucleotide-exchange protein 2;Brefeldin A-inhibited guanine nucleotide-exchange protein 1",0.06,"Non-significant",0.247,0.754474817431557,0.467625561419742,18.03,7,0.565780981637314,0.471972009713218,0.56669204169503
"RPL36","60S ribosomal protein L36",-0.14,"Non-significant",0.247,-0.754602379051038,0.467552289572798,20.74,1,0.565780981637314,0.407155922289966,0.502892921528485
"MRPL28","39S ribosomal protein L28, mitochondrial",-0.07,"Non-significant",0.247,-0.753863324382817,0.467976907039105,19.34,13,0.566030122434665,0.49632023087538,0.590828781533051
"FBXO7","F-box only protein 7",0.35,"Non-significant",0.245,0.748793994582128,0.470896076899305,14.87,3,0.569444530352174,0.48567569644131,0.580202522883753
"CASP14","Caspase-14",-0.63,"Non-significant",0.244,-0.747605322627641,0.471582246207715,15.02,3,0.570157774992042,0.489439487996551,0.583755986792097
"HNRNPH1","Heterogeneous nuclear ribonucleoprotein H3;Heterogeneous nuclear ribonucleoprotein H;Heterogeneous nuclear ribonucleoprotein H;Heterogeneous nuclear ribonucleoprotein H;Heterogeneous nuclear ribonucleoprotein H;Heterogeneous nuclear ribonucleoprotein F",0.08,"Non-significant",0.244,0.747102521187236,0.471872683048078,21.88,2,0.570392372951068,0.257139513965903,0.347611264367431
"HBS1L","HBS1-like protein",0.1,"Non-significant",0.243,0.744830917358961,0.473186261709599,17.82,7,0.571863380419873,0.487116925714701,0.581572003521768
"NFYC","Nuclear transcription factor Y subunit gamma",0.08,"Non-significant",0.242,0.742902072098261,0.474303455361776,17.6,3,0.573096496911502,0.372298413068245,0.468400958988901
"SGPP1","Sphingosine-1-phosphate phosphatase 1",-0.14,"Non-significant",0.241,-0.741983812628055,0.474835900767977,16.94,3,0.573622708216439,0.465063402917804,0.559987821543477
"METAP2","Methionine aminopeptidase 2",-0.1,"Non-significant",0.241,-0.741442527116933,0.475149937966978,16.98,9,0.573884911808657,0.494285707919354,0.58882394478736
"SPRY1","Protein sprouty homolog 1",-0.25,"Non-significant",0.24,-0.7394417113974,0.476311889463109,14.19,1,0.575170908153717,0.475148488471953,0.569696779389776
"FAM25A","Protein FAM25E",0.48,"Non-significant",0.24,0.738767809647373,0.476703654144468,14.5,1,0.57540912312787,0.490606914978411,0.584912576249699
"NID1","Nidogen-1;Nidogen-1",0.19,"Non-significant",0.24,0.738780050520063,0.476696536246886,14.46,1,0.57540912312787,0.46101839656629,0.555682593701922
"TOMM40","Mitochondrial import receptor subunit TOM40 homolog",0.07,"Non-significant",0.24,0.738097266568966,0.477093668124859,20.42,6,0.575762438159248,0.476028520434978,0.570196772251147
"FASN","Fatty acid synthase",0.03,"Non-significant",0.24,0.737649241333695,0.477354369220614,22.72,126,0.575959584559211,0.562719126238602,0.652372475205248
"TRIM27","Zinc finger protein RFP",-0.21,"Non-significant",0.239,-0.735569306352128,0.478565837394053,16.51,2,0.577303579991969,0.478181653485808,0.57222827052219
"NXN","Nucleoredoxin",0.05,"Non-significant",0.238,0.734332998459906,0.479286847541525,18.03,10,0.578055498757277,0.505036950843532,0.599459104943065
"TTN","Titin",0.21,"Non-significant",0.238,0.733578333300994,0.479727301166586,15.32,6,0.578468808029894,0.496396979473037,0.590828781533051
"MTDH","Protein LYRIC",0.02,"Non-significant",0.238,0.733241844637402,0.479923771798904,20.33,20,0.578587807199289,0.606304229977913,0.690036954948896
"PET117","Protein PET117 homolog, mitochondrial",0.27,"Non-significant",0.237,0.732274386632046,0.480488937551608,14.53,2,0.579151159807062,0.487617613137659,0.581934936856702
"WDR6","WD repeat-containing protein 6",0.08,"Non-significant",0.237,0.73145916069864,0.480965497377793,16,6,0.57960750468114,0.484422729107709,0.579056421844508
"LMBRD1","Lysosomal cobalamin transport escort protein LMBD1",-0.28,"Non-significant",0.237,-0.730204596570574,0.481699462204998,15.25,1,0.580019478605408,0.485311696279249,0.579884755025104
"PAPOLA","Poly(A) polymerase alpha",0.08,"Non-significant",0.237,0.730224908950833,0.481687573145288,16.9,13,0.580019478605408,0.506841715675255,0.601239461036584
"PLCH1","1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-1",0.08,"Non-significant",0.237,0.730406081149085,0.481581539204114,19,2,0.580019478605408,0.29662230649729,0.39202907919242
"WDCP","WD repeat and coiled-coil-containing protein",0.31,"Non-significant",0.237,0.730334496416083,0.481623433570312,13.85,2,0.580019478605408,0.492076976941215,0.586428896789763
"TIGAR","Fructose-2,6-bisphosphatase TIGAR",-0.1,"Non-significant",0.236,-0.729547081399324,0.482084412445421,17.05,6,0.58036489693582,0.491292113713843,0.585611490097665
"PARP4","Protein mono-ADP-ribosyltransferase PARP4",0.25,"Non-significant",0.236,0.729067069776694,0.482365562804298,15.03,5,0.580585239038452,0.498676234474673,0.593098950630481
"HNRNPU","Heterogeneous nuclear ribonucleoprotein U (Fragment)",-0.12,"Non-significant",0.236,-0.728261428418725,0.482837670457548,17.78,1,0.581035284949627,0.402808632126306,0.498329142259595
"TRIM4","E3 ubiquitin-protein ligase TRIM4",0.3,"Non-significant",0.236,0.727566216210155,0.483245298844523,14.41,2,0.58128937451983,0.493248426811281,0.587706593121698
"TRPT1","tRNA 2'-phosphotransferase 1",0.21,"Non-significant",0.236,0.727686323986371,0.483174859869274,14.11,1,0.58128937451983,0.475056546685931,0.569696779389776
"IFIT1","Interferon-induced protein with tetratricopeptide repeats 1",0.72,"Non-significant",0.235,0.72716551331357,0.483480343439222,14.68,1,0.581453900839406,0.500207777178012,0.594561956119384
"ABCD3","ATP-binding cassette sub-family D member 3",-0.03,"Non-significant",0.235,-0.725444004658948,0.48449096056795,19.95,23,0.582519360569355,0.569871897597051,0.658837830809251
"CDC37L1","Hsp90 co-chaperone Cdc37-like 1",0.21,"Non-significant",0.235,0.725153519094249,0.484661621105785,14.75,1,0.582519360569355,0.475610197410103,0.570019351443302
"TRIP4","Activating signal cointegrator 1",-0.14,"Non-significant",0.235,-0.725189932256807,0.484640226280945,16.55,3,0.582519360569355,0.476902120020685,0.570989446410844
"B2M","Beta-2-microglobulin",-0.12,"Non-significant",0.233,-0.721470153791086,0.486828855935382,17.76,2,0.585005349425194,0.444191189829813,0.539244823599303
"DCD","Dermcidin",-0.2,"Non-significant",0.232,-0.720421418147397,0.487447018132638,19.32,1,0.585510354504835,0.475954931865197,0.570196772251147
"SRA1","Steroid receptor RNA activator 1",0.12,"Non-significant",0.232,0.720422732969133,0.487446242824109,17.27,2,0.585510354504835,0.440962867824418,0.535985474305071
"RAB9A","Ras-related protein Rab-9A",-0.15,"Non-significant",0.232,-0.719639313391534,0.487908336380174,17.78,7,0.58594553001045,0.50445892602986,0.598893151147408
"EEPD1","Endonuclease/exonuclease/phosphatase family domain-containing protein 1",-0.2,"Non-significant",0.232,-0.718961302903714,0.488308475082989,15.45,2,0.586307071239052,0.486725064240493,0.581338757592047
"CPA1","Carboxypeptidase A1",-0.32,"Non-significant",0.232,-0.718326840533339,0.488683097844833,14.18,1,0.586637835250127,0.496467923235141,0.590828781533051
"DDX19A","ATP-dependent RNA helicase DDX19A",-0.04,"Non-significant",0.231,-0.717034165111408,0.489446919359109,20.16,16,0.587435582524918,0.540876529089179,0.631993515601061
"ARPC1A","Actin-related protein 2/3 complex subunit 1B;Actin-related protein 2/3 complex subunit 1A",-0.19,"Non-significant",0.231,-0.715982991291042,0.490068587277238,16.48,11,0.58800194161951,0.509520384087684,0.603569992521888
"MAN2A2","Alpha-mannosidase 2x;Alpha-mannosidase 2x;Alpha-mannosidase 2",0.31,"Non-significant",0.231,0.715900226370767,0.490117555529394,15.34,1,0.58800194161951,0.497687191793602,0.592160690497233
"FAM20B","Glycosaminoglycan xylosylkinase",0.07,"Non-significant",0.23,0.715124575587844,0.490576620358169,17.43,4,0.588390808486344,0.450760800165693,0.545988056208886
"PSMB6","Proteasome subunit beta type-6",0.05,"Non-significant",0.23,0.715016560937965,0.490640569388478,22.34,4,0.588390808486344,0.333930167878962,0.429909661301092
"PSMC2","26S proteasome regulatory subunit 7",0.02,"Non-significant",0.23,0.714005624092473,0.491239335107524,20.81,32,0.58898949256965,0.605203548169378,0.689181946597039
"NAA35","N-alpha-acetyltransferase 35, NatC auxiliary subunit",0.05,"Non-significant",0.229,0.712441032075688,0.49216691543075,17.47,5,0.589982098582606,0.446369485327118,0.541555924683321
"RAB6A","Ras-related protein Rab-6A;Ras-related protein Rab-6A;Ras-related protein Rab-6D",0.08,"Non-significant",0.229,0.71136664831242,0.492804498779626,20.57,1,0.590507132296283,0.159053025115092,0.234400186701369
"SUB1","Activated RNA polymerase II transcriptional coactivator p15",0.06,"Non-significant",0.229,0.711503629954148,0.492723179888836,22.24,4,0.590507132296283,0.421162497399978,0.516909043168568
"PSMD2","26S proteasome non-ATPase regulatory subunit 2",0.02,"Non-significant",0.229,0.711154643373646,0.492930371451646,21.33,38,0.590538369686047,0.643095434669572,0.722459784875613
"HABP2","Hyaluronan-binding protein 2",0.28,"Non-significant",0.229,0.710877245238107,0.493095099697796,14.61,4,0.590616134597542,0.508290184008371,0.602353899214406
"MRPL50","39S ribosomal protein L50, mitochondrial",0.03,"Non-significant",0.228,0.70965420772307,0.493821785289177,20.91,10,0.591366829296916,0.533318844929283,0.625872194654218
"ACSL1","Long-chain-fatty-acid--CoA ligase 1;Long-chain-fatty-acid--CoA ligase 1;Long-chain-fatty-acid--CoA ligase 6;Long-chain-fatty-acid--CoA ligase 5",0.08,"Non-significant",0.228,0.709424082591571,0.493958591313246,21.82,2,0.591410964144168,0.29812516017841,0.393400216943723
"LIMD1","LIM domain-containing protein 1",0.28,"Non-significant",0.228,0.708354007073266,0.49459504253767,14.17,1,0.591828301434589,0.499498970688543,0.593958080700183
"PDK2","[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 2, mitochondrial",0.14,"Non-significant",0.228,0.708333532711253,0.494607225045469,14.28,1,0.591828301434589,0.451594400776177,0.546438459998494
"ZNF512B","Zinc finger protein 512B",-0.09,"Non-significant",0.228,-0.708348342603341,0.49459841295137,18.69,7,0.591828301434589,0.507300851380802,0.601663487195872
"SMG6","Telomerase-binding protein EST1A",-0.33,"Non-significant",0.228,-0.707827252678419,0.494908526965032,14.33,1,0.592069097058652,0.503571303393705,0.598079366154266
"SPRYD7","SPRY domain-containing protein 7",0.18,"Non-significant",0.227,0.705999123258845,0.495997440487879,17.22,2,0.593251840583541,0.489697641050996,0.58394617938306
"SLC51A","Organic solute transporter subunit alpha",-0.3,"Non-significant",0.227,-0.705230906735141,0.496455463137761,14.88,1,0.593559704058625,0.503119575698499,0.597662824615141
"TTC27","Tetratricopeptide repeat protein 27",-0.12,"Non-significant",0.227,-0.70523337292209,0.496453992342856,16.46,5,0.593559704058625,0.504106242918702,0.598594549337741
"ZNF512","Zinc finger protein 512",0.07,"Non-significant",0.226,0.704110682290773,0.497123824136508,17.78,9,0.594238720690045,0.515830570556765,0.609510121721919
"FOXK2","Forkhead box protein K2",0.11,"Non-significant",0.225,0.70261445978028,0.498017378712201,16.65,3,0.595186594595051,0.479099497179501,0.572982655810951
"LONP1","Lon protease homolog, mitochondrial",-0.08,"Non-significant",0.225,-0.702318022046725,0.498194530266699,20.38,2,0.595278076653485,0.364327408555021,0.459937118928965
"RPS21","40S ribosomal protein S21",-0.09,"Non-significant",0.225,-0.701083502127916,0.498932696280313,22.16,2,0.596039726204444,0.372411544071189,0.468443687557234
"BAX","Apoptosis regulator BAX",-0.08,"Non-significant",0.224,-0.699794766372389,0.499703994305677,19.83,3,0.596840640756296,0.432777416062627,0.527879606440438
"VAMP7","Vesicle-associated membrane protein 7",0.07,"Non-significant",0.224,0.699108588662483,0.500114963670109,18.14,3,0.597210946525941,0.397923720300301,0.493505481663568
"PPIL4","Peptidyl-prolyl cis-trans isomerase-like 4",-0.05,"Non-significant",0.224,-0.698736343455764,0.500337997293746,17.5,9,0.597356725178995,0.519041499042881,0.612152391835106
"NR2C2AP","Nuclear receptor 2C2-associated protein",0.26,"Non-significant",0.224,0.698167803577844,0.500678759739059,14.78,2,0.597642973850315,0.508060001209504,0.602201728196441
"NDUFAF3","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3",0.07,"Non-significant",0.223,0.697845672882307,0.500871896268781,19.43,3,0.597752926628151,0.378094610413767,0.474281494555493
"COPS7B","COP9 signalosome complex subunit 7b",0.21,"Non-significant",0.223,0.697675152911679,0.500974151563459,17.99,6,0.597754397015727,0.517551109984557,0.611133354112655
"PSMC5","26S proteasome regulatory subunit 8;26S proteasome regulatory subunit 8;ATPase family protein 2 homolog",0.08,"Non-significant",0.223,0.697373399153401,0.501155134747498,19.56,1,0.597849784738094,0.161417751713837,0.236882152006641
"MOCS2","Molybdopterin synthase catalytic subunit",-0.29,"Non-significant",0.223,-0.696877740427703,0.501452503165377,14.29,3,0.598083947032763,0.514508306263364,0.608747380156034
"TAB1","TGF-beta-activated kinase 1 and MAP3K7-binding protein 1",0.1,"Non-significant",0.223,0.695729111124309,0.502142032446528,16.57,4,0.598785652153589,0.495393139678833,0.590024397640833
"COMP","Thrombospondin-4;Cartilage oligomeric matrix protein",0.38,"Non-significant",0.223,0.69524333123827,0.502433823020677,14.19,11,0.59888142880078,0.521032679767123,0.614011226086848
"MYLK2","Myosin light chain kinase 2, skeletal/cardiac muscle",0.09,"Non-significant",0.223,0.695089922061815,0.502525991887083,18.5,1,0.59888142880078,0.309961926873113,0.405224198256343
"PBLD","Phenazine biosynthesis-like domain-containing protein",-0.29,"Non-significant",0.223,-0.695107310424541,0.502515544369184,14.54,3,0.59888142880078,0.515732854473857,0.609510121721919
"SHQ1","Protein SHQ1 homolog",0.47,"Non-significant",0.223,0.694832152965489,0.502680883826822,17.54,1,0.598945386549196,0.516518200515293,0.610149369624473
"NCOR1","Nuclear receptor corepressor 1",-0.2,"Non-significant",0.222,-0.6941736273259,0.503076720092952,14.81,4,0.599296346444534,0.51515379438205,0.609267439807834
"PSMC1","26S proteasome regulatory subunit 4",-0.02,"Non-significant",0.222,-0.692813146937744,0.503895098565134,21.8,21,0.600150422344987,0.635272552141166,0.715437322234351
"BRD8","Bromodomain-containing protein 8",0.14,"Non-significant",0.222,0.692413135049928,0.504135874267375,15.65,4,0.600316355009067,0.509469681101723,0.603569992521888
"ACAA1","3-ketoacyl-CoA thiolase, peroxisomal",0.03,"Non-significant",0.222,0.69172608973785,0.504549584758613,19.79,12,0.6004219851943,0.56475680230465,0.654202427415156
"B3GNT3","N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase 3",-0.41,"Non-significant",0.222,-0.69209442028655,0.504327765563717,14.01,2,0.6004219851943,0.51859322391956,0.611867618331413
"SENP2","Sentrin-specific protease 2",0.43,"Non-significant",0.222,0.69159179275427,0.504630476993621,13.83,1,0.6004219851943,0.517557755189879,0.611133354112655
"TPR","Nucleoprotein TPR",-0.03,"Non-significant",0.222,-0.69189762874395,0.504446271684711,20.03,69,0.6004219851943,0.60604902143734,0.689879195814686
"NADK","NAD kinase",0.35,"Non-significant",0.221,0.690729759882274,0.505149900137912,14.56,1,0.600870539513742,0.515305266556801,0.60932479260923
"PIGN","GPI ethanolamine phosphate transferase 1",-0.34,"Non-significant",0.221,-0.690629109920408,0.505210568545017,14.35,1,0.600870539513742,0.514818049911426,0.608992083431808
"POP7","Ribonuclease P protein subunit p20",-0.11,"Non-significant",0.221,-0.689741860610038,0.505745563901842,17.56,2,0.601385952895337,0.45657875834297,0.551229649686871
"CLU","Clusterin",-0.15,"Non-significant",0.221,-0.688929615408553,0.506235634386199,17.06,19,0.601847749379774,0.526962527160574,0.619675565842486
"B3GNT2","N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase 2",0.22,"Non-significant",0.221,0.688736924784755,0.506351937073365,15.04,3,0.601865088723001,0.515567037586083,0.609510121721919
"CBX8","Chromobox protein homolog 8",0.07,"Non-significant",0.22,0.686979217726075,0.507413587506294,17.65,7,0.603005864084101,0.517662911996175,0.611135564700991
"MRPL46","39S ribosomal protein L46, mitochondrial",0.04,"Non-significant",0.22,0.686738649982149,0.507558994556756,20.12,8,0.603057544335808,0.515874039138646,0.609510121721919
"ALG2","Alpha-1,3/1,6-mannosyltransferase ALG2",-0.05,"Non-significant",0.219,-0.685021684512391,0.508597516854069,18.22,14,0.604170148007534,0.540991576224333,0.631993515601061
"BLMH","Bleomycin hydrolase",-0.06,"Non-significant",0.219,-0.684635597337517,0.508831221959258,19.83,4,0.604205165629727,0.450485534349263,0.545786102689737
"GFPT1","Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1",0.04,"Non-significant",0.219,0.684796355975289,0.50873390415178,20,33,0.604205165629727,0.575283372848615,0.663409026923651
"RFTN1","Raftlin",-0.25,"Non-significant",0.219,-0.683986109251683,0.509224514417713,14.08,1,0.604550853091815,0.511175139999505,0.60528783337544
"ANKRD30B","Ankyrin repeat domain-containing protein 30B",-0.8,"Non-significant",0.218,-0.682677847012857,0.510017279366917,17.34,1,0.605127780632454,0.526780215940832,0.619673665551075
"MAPK8","Mitogen-activated protein kinase 8",-0.32,"Non-significant",0.218,-0.682908681548995,0.50987734698237,14.38,2,0.605127780632454,0.521279180440401,0.614057119384004
"UGT1A8","UDP-glucuronosyltransferase 1A9",-0.27,"Non-significant",0.218,-0.68271623383838,0.509994007586648,13.96,2,0.605127780632454,0.518572375087096,0.611867618331413
"CIAO1","Probable cytosolic iron-sulfur protein assembly protein CIAO1",0.07,"Non-significant",0.218,0.682462587871744,0.510147790780192,17.86,7,0.60516128268773,0.520666472935819,0.613824172217821
"DDB1","DNA damage-binding protein 1",-0.02,"Non-significant",0.218,-0.682076735650676,0.510381783007568,20.69,37,0.605317500512283,0.633205813229017,0.713653104166875
"RERE","Arginine-glutamic acid dipeptide repeats protein",0.31,"Non-significant",0.218,0.681003271314246,0.51103310383475,13.8,1,0.605968512102248,0.519039086400296,0.612152391835106
"POLR3C","DNA-directed RNA polymerase III subunit RPC3",0.08,"Non-significant",0.216,0.678413810810883,0.512606308429012,16.54,7,0.607712187332091,0.524406277266745,0.617372053837511
"MRPS28","28S ribosomal protein S28, mitochondrial",0.05,"Non-significant",0.216,0.677463610821601,0.513184323464013,20.64,4,0.60827556929819,0.360346863132662,0.456567963416694
"GLMN","Glomulin",0.09,"Non-significant",0.216,0.677029294062098,0.513448652431312,16.4,3,0.608466989071916,0.469280709115909,0.564147492043648
"RABIF","Guanine nucleotide exchange factor MSS4",0.25,"Non-significant",0.216,0.676385713103098,0.513840491615821,17.51,2,0.608809409069045,0.521010491848658,0.614011226086848
"CBL","E3 ubiquitin-protein ligase CBL",0.44,"Non-significant",0.215,0.675604670338208,0.514316264155792,14.26,1,0.609251118120085,0.527593161156727,0.620136816560261
"CYHR1","Cysteine and histidine-rich protein 1",-0.33,"Non-significant",0.215,-0.674619247227775,0.514916911621897,14.45,2,0.609718504315942,0.527060083921928,0.619675565842486
"RAF1","RAF proto-oncogene serine/threonine-protein kinase",0.47,"Non-significant",0.215,0.674726222642416,0.514851686303367,15.77,1,0.609718504315942,0.528777929859781,0.621159223938917
"CHD8","Chromodomain-helicase-DNA-binding protein 8;Chromodomain-helicase-DNA-binding protein 8;Chromodomain-helicase-DNA-binding protein 7",0.3,"Non-significant",0.214,0.672535780659291,0.516188234303577,14.84,2,0.610979352345322,0.526732063764825,0.619673665551075
"TFCP2","Alpha-globin transcription factor CP2;Alpha-globin transcription factor CP2;Upstream-binding protein 1",0.21,"Non-significant",0.214,0.672580104561914,0.516161168519034,15.2,1,0.610979352345322,0.512949713029285,0.607146119622781
"GBP2","Guanylate-binding protein 2",-0.16,"Non-significant",0.214,-0.671973885395247,0.516531421490274,13.85,2,0.61126328419159,0.50761553527539,0.601916056558012
"PSMD12","26S proteasome non-ATPase regulatory subunit 12",0.02,"Non-significant",0.213,0.66995392099085,0.51776627464972,20.18,13,0.612602089002678,0.603911191939542,0.688107552995623
"SCAF4","SR-related and CTD-associated factor 4;SR-related and CTD-associated factor 4;SR-related and CTD-associated factor 8",0.07,"Non-significant",0.213,0.669160499959774,0.518251793381027,17.79,4,0.613053950706824,0.481802367870335,0.576040535600884
"GORASP1","Golgi reassembly-stacking protein 1",0.15,"Non-significant",0.212,0.668918984251991,0.51839963812184,18.33,1,0.61310626799259,0.486843916120175,0.581363360581852
"ST3GAL1","CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 1;CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 1",0.15,"Non-significant",0.212,0.668569370494451,0.518613699998443,14.54,1,0.613114338239918,0.488337917589258,0.582559568220895
"VARS1","Valine--tRNA ligase",0.02,"Non-significant",0.212,0.668637210108204,0.5185721589723,21.25,45,0.613114338239918,0.682083405127437,0.755500337605267
"LRRC8A","Volume-regulated anion channel subunit LRRC8A",-0.07,"Non-significant",0.212,-0.667875182228772,0.519038894332572,17.54,16,0.613494434232087,0.545673259666096,0.636332021569627
"ROCK2","Rho-associated protein kinase 2;Rho-associated protein kinase 2;Rho-associated protein kinase 1",-0.06,"Non-significant",0.212,-0.667355726992942,0.51935719936963,18.95,3,0.613748062446594,0.337429324184555,0.433189262573228
"MAD2L1BP","MAD2L1-binding protein",0.26,"Non-significant",0.212,0.666720513206334,0.519746595235708,14.8,2,0.614085583867749,0.527930843786084,0.620410487126566
"ANAPC1","Anaphase-promoting complex subunit 1",0.16,"Non-significant",0.211,0.6645581801875,0.521073439330522,16.13,10,0.615188926611816,0.539561065477456,0.631049448646212
"TMEM9B","Transmembrane protein 9B",-0.16,"Non-significant",0.211,-0.664644425833239,0.521020479072523,16.66,1,0.615188926611816,0.499605670255559,0.593965591903183
"XPO1","Exportin-1",0.04,"Non-significant",0.211,0.664520927636874,0.521096315730678,19.58,35,0.615188926611816,0.578713183982209,0.666455023281964
"ZFYVE19","Abscission/NoCut checkpoint regulator",0.35,"Non-significant",0.211,0.664725783550562,0.520970523238899,15.75,1,0.615188926611816,0.531463102656276,0.624065723043696
"TBC1D4","TBC1 domain family member 4",0.11,"Non-significant",0.211,0.663820531069637,0.521526532839638,16.19,9,0.615574006545409,0.539524485863097,0.631049448646212
"ING1","Inhibitor of growth protein 1",0.39,"Non-significant",0.21,0.661460476429355,0.522977741162432,13.73,1,0.617040736681578,0.535112518387546,0.627110347770471
"MPZL1","Myelin protein zero-like protein 1",0.04,"Non-significant",0.21,0.661504767861416,0.522950484167334,18.58,5,0.617040736681578,0.427040225202148,0.52238929347139
"CD37","Leukocyte antigen CD37 (Fragment)",-0.39,"Non-significant",0.21,-0.661221017442176,0.523125119041711,14.67,1,0.61709157284087,0.53510170794177,0.627110347770471
"UBQLN1","Ubiquilin-4;Ubiquilin-4;Ubiquilin-2;Ubiquilin-2;Ubiquilin-1",0.09,"Non-significant",0.209,0.660261930187132,0.523715646945104,18.66,2,0.617665035474224,0.421490854898105,0.51699033756884
"SEZ6L2","Seizure 6-like protein 2",0.23,"Non-significant",0.209,0.659831415534014,0.523980850954309,14.71,3,0.617854662235283,0.534447978609433,0.626948590291835
"GPX8","Probable glutathione peroxidase 8",-0.32,"Non-significant",0.209,-0.658756221890863,0.524643534165532,14.64,3,0.618512809654802,0.538774523615071,0.630648636247354
"PDXDC1","Pyridoxal-dependent decarboxylase domain-containing protein 1",0.03,"Non-significant",0.208,0.658101816486828,0.525047111516657,19.93,31,0.618865290606386,0.610132759694819,0.693727044410885
"INPPL1","Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2",0.27,"Non-significant",0.208,0.657747159904058,0.5252659077495,14.1,2,0.618999875752598,0.534794332559518,0.627110347770471
"ARL8B","ADP-ribosylation factor-like protein 8B",0.06,"Non-significant",0.208,0.656784068624435,0.525860333302868,20.09,8,0.619576979719847,0.539534826492024,0.631049448646212
"PLEKHA5","Pleckstrin homology domain-containing family A member 5",0.31,"Non-significant",0.206,0.651950205955472,0.528849801401225,14.12,2,0.62297516919989,0.540054722151173,0.631397706178322
"ZNF428","Zinc finger protein 428",0.12,"Non-significant",0.205,0.651500342625804,0.529128522679617,17.29,4,0.623179432463235,0.530954523392904,0.623592281642678
"MARCHF6","E3 ubiquitin-protein ligase MARCHF6",-0.41,"Non-significant",0.205,-0.650764535081264,0.529584591700182,14.42,2,0.623592443599996,0.54377872286455,0.63474821526722
"SMAP1","Stromal membrane-associated protein 1",-0.08,"Non-significant",0.205,-0.649893112433222,0.530125015680091,17.21,3,0.624104599637704,0.484763171190188,0.579346330828589
"MED11","Mediator of RNA polymerase II transcription subunit 11",0.16,"Non-significant",0.205,0.64947739416493,0.530382942460193,15.51,2,0.624284040289828,0.523885090926877,0.616881210550115
"BABAM2","BRISC and BRCA1-A complex member 2",0.06,"Non-significant",0.205,0.649088658462844,0.530624194718117,17.47,5,0.624443786823209,0.506433609822348,0.600996323569762
"FAM78B","Protein FAM78B",0.09,"Non-significant",0.204,0.648751383207023,0.530833562255833,17.67,1,0.624565955034354,0.38642302048096,0.482478373535734
"NCBP2AS2","Protein NCBP2AS2",-0.24,"Non-significant",0.204,-0.648441258144807,0.531026118632776,16.68,2,0.624668298996051,0.538210488682472,0.630113071138541
"TRIM26","Tripartite motif-containing protein 26",-0.05,"Non-significant",0.203,-0.646367112916909,0.532315003084358,17.01,6,0.626060002633701,0.521250080577196,0.614057119384004
"PVR","Poliovirus receptor",-0.2,"Non-significant",0.203,-0.645917105614876,0.532594880816509,17.34,3,0.626119967959343,0.540758920154184,0.631993515601061
"SEMA4C","Semaphorin-4C",-0.29,"Non-significant",0.203,-0.645774741456631,0.532683440714439,14.36,2,0.626119967959343,0.543160057828324,0.634151156702879
"TTC5","Tetratricopeptide repeat protein 5",0.34,"Non-significant",0.203,0.645934477617998,0.532584074872611,14.75,2,0.626119967959343,0.545200764048561,0.635906351443985
"GCN1","eIF-2-alpha kinase activator GCN1",-0.03,"Non-significant",0.203,-0.645108574742961,0.533097954472175,19.6,82,0.626482740141382,0.604984993585924,0.689181946597039
"MAP2K4","Dual specificity mitogen-activated protein kinase kinase 4",0.14,"Non-significant",0.203,0.644058847736001,0.533751515185724,18.11,8,0.627001730266811,0.550646535104132,0.64099459929395
"TNXA","Tenascin-X",0.23,"Non-significant",0.203,0.644173064120273,0.5336803813722,14.19,1,0.627001730266811,0.53511579278234,0.627110347770471
"CDK19","Cyclin-dependent kinase 8",0.27,"Non-significant",0.202,0.642116147539307,0.534962271563834,14.9,1,0.628149393415044,0.541153103619519,0.63205742481577
