Genes,ProtDesc,X1_vs_X1H,Diff_Abund,negLog10_sca_adjPval,sca.t,sca.P.Value,AveExpr,count,sca.adj.pval,P.Value,adj.P.Val,logFC
DICER1,Endoribonuclease Dicer,-0.32,Non-significant,0.245,-0.890486708196457,0.393922011143658,14.38,7,0.568834603078147,0.411357328860069,0.581184650158794,-0.32
RCN2,Reticulocalbin-2,-0.04,Non-significant,0.245,-0.890358880328306,0.393987426644114,19.66,16,0.568834603078147,0.482845948540427,0.645250120358958,-0.04
SAP30BP,SAP30-binding protein,-0.15,Non-significant,0.245,-0.890217076752225,0.39406000304501,16.96,5,0.568834603078147,0.397954226978881,0.568733098660683,-0.15
BLOC1S5,Biogenesis of lysosome-related organelles complex 1 subunit 5,0.56,Non-significant,0.244,0.888896575423935,0.39473629631304,14.01,1,0.569532959103696,0.408001770964684,0.577547004497137,0.56
ELP1,Elongator complex protein 1,-0.05,Non-significant,0.244,-0.888959020530253,0.394704296884202,19.03,30,0.569532959103696,0.467516946089396,0.631037411982783,-0.05
TBC1D23,TBC1 domain family member 23,-0.56,Non-significant,0.244,-0.888453038537244,0.394963634870084,16.19,8,0.569722044740684,0.413152468979148,0.583206947780442,-0.56
CYP4F2,Cytochrome P450 4F2;Cytochrome P450 4F2;Cytochrome P450 4F2;Cytochrome P450 4F11;Cytochrome P450 4F11,-0.18,Non-significant,0.244,-0.887852415493507,0.395271634843883,17.65,1,0.569749637849271,0.358400352200866,0.533363904419649,-0.18
ECI1,"Enoyl-CoA delta isomerase 1, mitochondrial",-0.06,Non-significant,0.244,-0.887877918411699,0.395258553522356,21.27,6,0.569749637849271,0.348390271998372,0.523337202186942,-0.06
PTPN9,Tyrosine-protein phosphatase non-receptor type 9,-0.34,Non-significant,0.244,-0.887950723636208,0.39522121088686,14.32,2,0.569749637849271,0.402242376954223,0.572654859265988,-0.34
ATPAF1,ATP synthase mitochondrial F1 complex assembly factor 1,0.08,Non-significant,0.244,0.887145640948507,0.395634283892576,18.08,6,0.569994657363617,0.385045804091138,0.557181712596542,0.08
CNBP,Cellular nucleic acid-binding protein,-0.47,Non-significant,0.244,-0.88725803850027,0.395576596719209,17.93,6,0.569994657363617,0.413067334801159,0.583206947780442,-0.47
CACTIN,Cactin,0.09,Non-significant,0.244,0.886314580135048,0.39606100142221,16.58,3,0.570241326178263,0.266426512702496,0.433923940451602,0.09
RPS6KB2,Ribosomal protein S6 kinase beta-2,-0.22,Non-significant,0.244,-0.886249137486848,0.396094617304827,15.09,3,0.570241326178263,0.396801078246701,0.567392938614241,-0.22
WDR3,WD repeat-containing protein 3,0.07,Non-significant,0.244,0.886314633883156,0.396060973814271,19.72,18,0.570241326178263,0.440010620184516,0.606462343263867,0.07
TBC1D4,TBC1 domain family member 4,-0.46,Non-significant,0.244,-0.885738859177582,0.396356799821725,15.91,9,0.570479976780625,0.414654469901773,0.584308287308595,-0.46
STRN3,Striatin-3,0.06,Non-significant,0.243,0.883733682625944,0.397388236200293,17.58,10,0.571825436186073,0.423895977775473,0.592348795718775,0.06
DPYSL2,Dihydropyrimidinase-related protein 2,-0.04,Non-significant,0.242,-0.882584803463453,0.397980045462871,20.49,29,0.572537789692148,0.498128921054344,0.659675207224385,-0.04
ANKLE2,Ankyrin repeat and LEM domain-containing protein 2,-0.18,Non-significant,0.242,-0.881306952627944,0.398639010065258,16.19,4,0.573346383703484,0.400534375072625,0.571212797615021,-0.18
BAIAP2L1,Brain-specific angiogenesis inhibitor 1-associated protein 2-like protein 1,0.33,Non-significant,0.241,0.880473506939125,0.399069211263799,15.27,1,0.57356417828706,0.402319798879282,0.572654859265988,0.33
MAPK13,Mitogen-activated protein kinase 13;Mitogen-activated protein kinase 8;Mitogen-activated protein kinase 9;Mitogen-activated protein kinase 14,-0.12,Non-significant,0.241,-0.88065014783656,0.398978007286496,15.29,1,0.57356417828706,0.253010515611199,0.417823952238757,-0.12
MAVS,Mitochondrial antiviral-signaling protein,-0.13,Non-significant,0.241,-0.880450204008319,0.399081244212916,20.08,8,0.57356417828706,0.415072722510053,0.584651548409999,-0.13
PSMD1,26S proteasome non-ATPase regulatory subunit 1,0.04,Non-significant,0.241,0.879890661836289,0.399370251025238,20.56,30,0.573840159134612,0.506925815436249,0.666551122208064,0.04
APH1A,Gamma-secretase subunit APH-1A,0.19,Non-significant,0.241,0.878911840004599,0.399876167594562,17.37,1,0.574288175644908,0.367177949690947,0.542199133596539,0.19
ISCU,"Iron-sulfur cluster assembly enzyme ISCU, mitochondrial",0.1,Non-significant,0.241,0.878981356727271,0.399840222323148,18.02,3,0.574288175644908,0.319612890349913,0.49325755665113,0.1
MRPL35,"39S ribosomal protein L35, mitochondrial",0.2,Non-significant,0.241,0.878358439176407,0.400162396599989,15.89,2,0.574559791478314,0.384768994415719,0.556917353218642,0.2
ISG20L2,Interferon-stimulated 20 kDa exonuclease-like 2,-0.24,Non-significant,0.241,-0.878029225387896,0.400332739385563,15.27,3,0.574664924537694,0.404331820590818,0.574137600776546,-0.24
LYRM2,LYR motif-containing protein 2,-0.18,Non-significant,0.24,-0.877577917831681,0.400566338009328,16.64,2,0.574860786320929,0.374537650978988,0.547862129776186,-0.18
STBD1,Starch-binding domain-containing protein 1,0.5,Non-significant,0.24,0.876842263493282,0.400947318234019,14.35,2,0.575268012121893,0.414091515166894,0.584071393383197,0.5
NUTF2,Nuclear transport factor 2,-0.25,Non-significant,0.239,-0.875400542439751,0.40169468399196,20.28,3,0.576200592771013,0.406117175187195,0.576158222562318,-0.25
LPGAT1,Acyl-CoA:lysophosphatidylglycerol acyltransferase 1,0.29,Non-significant,0.239,0.875190814809003,0.401803483863305,14.82,6,0.576216968981866,0.418026535618273,0.587631847070743,0.29
TMX3,Protein disulfide-isomerase TMX3,0.05,Non-significant,0.239,0.874984105786308,0.401910737743094,19.05,8,0.576231120723501,0.401032282109087,0.571647317089729,0.05
SSB,Lupus La protein,0.05,Non-significant,0.239,0.87478703142115,0.402013011000405,21.48,30,0.576238126475145,0.476949101174013,0.639786891401045,0.05
MPRIP,Myosin phosphatase Rho-interacting protein,-0.12,Non-significant,0.239,-0.874487713581682,0.402168378752323,16.1,19,0.576321215082948,0.428750515040659,0.597561436418508,-0.12
HGH1,Protein HGH1 homolog,-0.55,Non-significant,0.239,-0.8733583556116,0.402754971936731,15.1,2,0.576497722711783,0.416862423247539,0.586581440750461,-0.55
NXF1,Nuclear RNA export factor 1,-0.04,Non-significant,0.239,-0.873664235084889,0.402596038467043,18.9,18,0.576497722711783,0.477524816009859,0.639804743855074,-0.04
PRORP,Mitochondrial ribonuclease P catalytic subunit,0.06,Non-significant,0.239,0.873716923182759,0.402568666371452,17.67,9,0.576497722711783,0.42082541623744,0.589646307185477,0.06
SEPSECS,O-phosphoseryl-tRNA(Sec) selenium transferase,-0.3,Non-significant,0.239,-0.873312690538372,0.402778703006677,14.1,2,0.576497722711783,0.406538473787829,0.576167380047934,-0.3
USP36,Ubiquitin carboxyl-terminal hydrolase 36,-0.06,Non-significant,0.239,-0.873577776349719,0.402640957601448,19.6,9,0.576497722711783,0.420898611404266,0.589646307185477,-0.06
SPAG9,C-Jun-amino-terminal kinase-interacting protein 4,-0.21,Non-significant,0.239,-0.872881583055969,0.403002787137542,14.19,1,0.576678958039381,0.382597662268027,0.55458852710434,-0.21
CD320,CD320 antigen,0.07,Non-significant,0.239,0.872349038912535,0.403279715735616,18.72,4,0.576935705514419,0.288037993565327,0.459261872251695,0.07
ALKBH7,"Alpha-ketoglutarate-dependent dioxygenase alkB homolog 7, mitochondrial",0.16,Non-significant,0.239,0.871542082965607,0.403699592000729,16.83,5,0.577257246464068,0.409762822053922,0.579623862800156,0.16
RPF1,Ribosome production factor 1,-0.12,Non-significant,0.239,-0.871604480142519,0.403667114657039,17.31,5,0.577257246464068,0.399646371830412,0.570221264075367,-0.12
LITAF,Lipopolysaccharide-induced tumor necrosis factor-alpha factor,-0.14,Non-significant,0.238,-0.870610945713749,0.404184457643559,16.19,1,0.577810929180222,0.318378675248046,0.492251534215492,-0.14
IMP4,U3 small nucleolar ribonucleoprotein protein IMP4,0.05,Non-significant,0.238,0.869825292925291,0.404593878699046,20.01,8,0.578256516971559,0.404046103278953,0.574034058421824,0.05
DCTN4,Dynactin subunit 4,0.08,Non-significant,0.238,0.869292429040368,0.404871728727525,17.69,7,0.578513890094365,0.407663877149407,0.577305622735413,0.08
UTP23,rRNA-processing protein UTP23 homolog,0.15,Non-significant,0.237,0.868406942205623,0.405333737267012,16.65,1,0.579034216177912,0.341344282292838,0.515369767370942,0.15
CBWD1,COBW domain-containing protein 2,-0.33,Non-significant,0.237,-0.868035132480455,0.405527839768833,14.01,5,0.579171669783294,0.420933919478022,0.589646307185477,-0.33
GTPBP8,GTP-binding protein 8,0.09,Non-significant,0.237,0.867542175794965,0.405785285590128,16.62,6,0.579399501649804,0.404064872963816,0.574034058421824,0.09
TCP1,T-complex protein 1 subunit alpha (Fragment),-0.57,Non-significant,0.237,-0.86710956949829,0.406011306313856,14.46,1,0.579582364163832,0.419531959693376,0.58862581922553,-0.57
MAT2A,S-adenosylmethionine synthase isoform type-2;S-adenosylmethionine synthase isoform type-2;S-adenosylmethionine synthase isoform type-1,-0.08,Non-significant,0.236,-0.865876030436413,0.406656260933054,19.67,3,0.580363023622981,0.212298563046043,0.369542354128696,-0.08
AKAP8L,A-kinase anchor protein 8-like,-0.24,Non-significant,0.236,-0.864873089854265,0.407181167116855,16.19,5,0.580412181602128,0.420292782096883,0.589353430849114,-0.24
ETNK1,Ethanolamine kinase 1,-0.17,Non-significant,0.236,-0.865462926688193,0.406872409420482,13.95,2,0.580412181602128,0.376205128505044,0.54908873837305,-0.17
MKKS,Alternative protein MKKS,0.07,Non-significant,0.236,0.86536979766985,0.406921148288369,20.68,3,0.580412181602128,0.162378809786916,0.306669459785886,0.07
PDP1,"[Pyruvate dehydrogenase [acetyl-transferring]]-phosphatase 1, mitochondrial",0.21,Non-significant,0.236,0.865019474482185,0.407104525155776,14.36,2,0.580412181602128,0.394386023648521,0.565854049934118,0.21
TRAP1,"Heat shock protein 75 kDa, mitochondrial",0.02,Non-significant,0.236,0.864894025915265,0.407170205106229,21.62,29,0.580412181602128,0.580945886865907,0.724743160992109,0.02
ERCC8,DNA excision repair protein ERCC-8,0.33,Non-significant,0.236,0.863823305662001,0.407731088966319,13.82,1,0.581056082228736,0.411320440502837,0.581184650158794,0.33
CLDND1,Claudin domain-containing protein 1,0.16,Non-significant,0.236,0.863244934889374,0.408034282457471,16.53,1,0.581348145750267,0.362097476742785,0.536840583785281,0.16
ATP6AP1,V-type proton ATPase subunit S1,-0.05,Non-significant,0.235,-0.86267737328633,0.40833196022241,19.56,10,0.581632211997111,0.436230057041517,0.603642012982848,-0.05
NDUFB8,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial",-0.08,Non-significant,0.235,-0.861535134575243,0.408931500084262,19.35,3,0.582205891722469,0.238176161102179,0.402420718848248,-0.08
TBC1D5,TBC1 domain family member 5,-0.16,Non-significant,0.235,-0.861625441999441,0.408884077394546,15.72,7,0.582205891722469,0.423767086463137,0.592348795718775,-0.16
NELFCD,Negative elongation factor C/D,-0.15,Non-significant,0.235,-0.861020415823232,0.409201863910661,17.61,7,0.582310588927221,0.423444919583375,0.592182365675923,-0.15
PBRM1,Protein polybromo-1,0.08,Non-significant,0.235,0.861060260152075,0.409180930691167,17.31,11,0.582310588927221,0.433914398692119,0.602038705275577,0.08
ARL1,ADP-ribosylation factor-like protein 1,-0.09,Non-significant,0.234,-0.860004014040531,0.409736104737577,20.8,6,0.582930639993326,0.405201296050979,0.575096202622606,-0.09
GGCX,Vitamin K-dependent gamma-carboxylase,-0.06,Non-significant,0.234,-0.859011852959204,0.41025806561232,19.58,17,0.583252516633373,0.460509293602599,0.625248620983611,-0.06
METTL26,Methyltransferase-like 26,0.22,Non-significant,0.234,0.859280199785028,0.410116847451589,14.2,1,0.583252516633373,0.395916315478249,0.567163765694126,0.22
NRDE2,Nuclear exosome regulator NRDE2,0.35,Non-significant,0.234,0.8590914385649,0.410216180018302,14.8,3,0.583252516633373,0.421955745662131,0.590797952456893,0.35
NUDT2,Bis(5'-nucleosyl)-tetraphosphatase [asymmetrical],0.3,Non-significant,0.234,0.85865175473199,0.410447620561785,14.22,2,0.583381833020437,0.414648743908206,0.584308287308595,0.3
ATAT1,Alpha-tubulin N-acetyltransferase 1,0.36,Non-significant,0.233,0.856687290720534,0.411482767415141,14.32,1,0.584565043504753,0.418204784183691,0.587631847070743,0.36
KANK1,KN motif and ankyrin repeat domain-containing protein 1,-0.19,Non-significant,0.233,-0.85665341678333,0.41150063248161,15.97,10,0.584565043504753,0.430310423954069,0.599093359655583,-0.19
MRPS22,"28S ribosomal protein S22, mitochondrial",0.04,Non-significant,0.233,0.856509633100496,0.411576469704377,20.15,15,0.584565043504753,0.484728437458462,0.647289136637716,0.04
SIDT2,SID1 transmembrane family member 2,-0.3,Non-significant,0.233,-0.855751641955133,0.411976422526549,14.31,4,0.584992678687207,0.424624337234667,0.593079296342917,-0.3
NDUFS7,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial",0.09,Non-significant,0.232,0.854522397947921,0.412625596481791,20.45,2,0.585773909400854,0.168426147532117,0.314377764967677,0.09
FAM83D,Protein FAM83D,0.45,Non-significant,0.232,0.853707927511153,0.413056110233498,14.28,1,0.585963319168451,0.423964365365728,0.592348795718775,0.45
RPN1,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1,0.03,Non-significant,0.232,0.854031995440613,0.412884777251616,22.66,51,0.585963319168451,0.574115005990279,0.718797818545172,0.03
SEPTIN10,Septin-8;Septin-10,0.23,Non-significant,0.232,0.853770890554425,0.4130228182055,15.91,3,0.585963319168451,0.416317622588379,0.585954180032217,0.23
PIK3R2,Phosphatidylinositol 3-kinase regulatory subunit beta;Phosphatidylinositol 3-kinase regulatory subunit beta,-0.21,Non-significant,0.232,-0.853268166153231,0.413288687426447,14.51,1,0.586152723754144,0.396721999557124,0.567392938614241,-0.21
ARL2,ADP-ribosylation factor-like protein 2,-0.07,Non-significant,0.232,-0.852724045437681,0.413576581146492,18.06,5,0.586420472236711,0.372450560539824,0.546033192942056,-0.07
KRT36,"Keratin, type I cuticular Ha6",0.33,Non-significant,0.231,0.851423338381058,0.414265339004149,17.09,2,0.587256351434488,0.421460169153199,0.590243744586858,0.33
MAU2,MAU2 chromatid cohesion factor homolog,0.31,Non-significant,0.23,0.849786816862858,0.415133030991907,14.1,1,0.588343393581113,0.418067250270655,0.587631847070743,0.31
SUPT5H,Transcription elongation factor SPT5,0.05,Non-significant,0.23,0.849602129027535,0.415231031197351,18.6,19,0.588343393581113,0.477055900770899,0.639786891401045,0.05
MMGT1,Membrane magnesium transporter 1,-0.16,Non-significant,0.23,-0.848437227455488,0.415849521997009,16.96,1,0.58907867408578,0.372099177516544,0.545788506040008,-0.16
ACSF2,"Medium-chain acyl-CoA ligase ACSF2, mitochondrial",0.04,Non-significant,0.23,0.846426181389923,0.416918739768048,18.43,24,0.58918275213937,0.505761168522834,0.665796873275283,0.04
AGAP3,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 3;Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 3;Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 1",-0.23,Non-significant,0.23,-0.848057853721413,0.416051081468314,14.37,1,0.58918275213937,0.406247962115714,0.576158222562318,-0.23
ATPAF2,ATP synthase mitochondrial F1 complex assembly factor 2,-0.06,Non-significant,0.23,-0.84670232489305,0.416771811143165,17.34,6,0.58918275213937,0.381214184238356,0.553940159169537,-0.06
CDK1,Cyclin-dependent kinase 1;Cyclin-dependent kinase 1;Cyclin-dependent kinase 1;Cyclin-dependent kinase 4;Cyclin-dependent kinase 2;Cyclin-dependent kinase 9;Cyclin-dependent kinase 6;Cyclin-dependent-like kinase 5;Cyclin-dependent kinase 18;Cyclin-dependent kinase 13;Cyclin-dependent kinase 12,0.14,Non-significant,0.23,0.847247072946714,0.416482068523975,17.87,1,0.58918275213937,0.336693617890373,0.51069370342408,0.14
GPX8,Probable glutathione peroxidase 8,-0.49,Non-significant,0.23,-0.846646978118526,0.416801256867783,14.56,3,0.58918275213937,0.431650088763793,0.600393412133372,-0.49
ORM1,Alpha-1-acid glycoprotein 1,0.15,Non-significant,0.23,0.846847426499795,0.416694620558281,16.95,3,0.58918275213937,0.395004483098632,0.566466681166895,0.15
SF1,Splicing factor 1,-0.06,Non-significant,0.23,-0.847475525582064,0.416360599115312,19.53,9,0.58918275213937,0.434431312821926,0.602138692426174,-0.06
SLC5A6,Sodium-dependent multivitamin transporter,-0.07,Non-significant,0.23,-0.847158439137843,0.416529202059558,18.25,6,0.58918275213937,0.398122780911366,0.568733098660683,-0.07
TRMT61A,tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRMT61A,-0.36,Non-significant,0.23,-0.846511056611735,0.416873576164507,16.34,2,0.58918275213937,0.425820623473317,0.594240714408401,-0.36
ZC3H18,Zinc finger CCCH domain-containing protein 18,-0.07,Non-significant,0.23,-0.847626930083037,0.416280109878811,18.79,9,0.58918275213937,0.434343087005252,0.602138692426174,-0.07
TCF25,Transcription factor 25,-0.11,Non-significant,0.23,-0.845909899875282,0.417193534001713,17.21,4,0.589430310575009,0.392817650296661,0.564150979807122,-0.11
RABGEF1,Rab5 GDP/GTP exchange factor,-0.27,Non-significant,0.23,-0.84562207403733,0.41734678468347,14.66,3,0.589506069460991,0.425061988238351,0.593461959510694,-0.27
MRS2,"Magnesium transporter MRS2 homolog, mitochondrial",0.08,Non-significant,0.229,0.844875790254704,0.417744316147386,16.86,6,0.589926758626273,0.407234720580359,0.576875231427815,0.08
CPVL,Carboxypeptidase (Fragment),0.39,Non-significant,0.229,0.843397159211801,0.418532715450064,13.98,1,0.59048841770825,0.427100162246669,0.595604916335975,0.39
MFSD5,Molybdate-anion transporter,-0.32,Non-significant,0.229,-0.843381211418481,0.418541224246815,14.09,1,0.59048841770825,0.42251445899587,0.591020816519755,-0.32
RCL1,RNA 3'-terminal phosphate cyclase-like protein,0.06,Non-significant,0.229,0.843595476053905,0.418426915159855,18.77,5,0.59048841770825,0.33890679593914,0.512998595950854,0.06
SEL1L2,Protein sel-1 homolog 2,0.21,Non-significant,0.229,0.843845919166908,0.418293331925476,17.37,1,0.59048841770825,0.400636431946151,0.571220666945873,0.21
MRPL53,"39S ribosomal protein L53, mitochondrial",0.06,Non-significant,0.228,0.841052939045779,0.419784712936863,19.69,5,0.59210158437364,0.355777273969098,0.530795292505081,0.06
PDXK,Pyridoxal kinase,-0.11,Non-significant,0.227,-0.840323209252888,0.420174963909526,17.98,7,0.592510786809501,0.431081721085822,0.59988488797385,-0.11
ABCB8,Mitochondrial potassium channel ATP-binding subunit,-0.07,Non-significant,0.227,-0.838563825393607,0.421116872891032,16.94,11,0.593556106930975,0.447337786223118,0.6142719148485,-0.07
APOA4,Apolipoprotein A-IV,0.1,Non-significant,0.227,0.838652697473196,0.421069259799705,18.83,33,0.593556106930975,0.451740439683892,0.61746879554539,0.1
SYF2,Pre-mRNA-splicing factor SYF2,0.16,Non-significant,0.227,0.838320277108461,0.421247372227697,17.01,2,0.593598642884325,0.387165623469148,0.559155234090053,0.16
EMC4,ER membrane protein complex subunit 4,-0.13,Non-significant,0.226,-0.837486133061084,0.421694535195601,18.85,4,0.593945861640649,0.40922103062703,0.578995896274542,-0.13
TCP11L1,T-complex protein 11-like protein 1,0.33,Non-significant,0.226,0.837656036246083,0.421603428464086,14.16,2,0.593945861640649,0.428806127942029,0.597561436418508,0.33
ALB,Albumin,0.03,Non-significant,0.226,0.836414897279208,0.422269267899469,21.47,45,0.59461381679228,0.569441151853773,0.715857903442626,0.03
ARHGEF7,Rho guanine nucleotide exchange factor 7,-0.35,Non-significant,0.225,-0.835432781831206,0.422796651602827,15.33,3,0.595139703258371,0.434703985150051,0.602375522279357,-0.35
SCCPDH,Saccharopine dehydrogenase-like oxidoreductase,-0.04,Non-significant,0.225,-0.835344848147077,0.422843892597295,19.94,12,0.595139703258371,0.470373546429334,0.633553442800448,-0.04
HUWE1,E3 ubiquitin-protein ligase HUWE1 (Fragment),0.35,Non-significant,0.225,0.83485401327034,0.423107651475689,13.93,1,0.595369316000392,0.429299846003517,0.597827062556556,0.35
INSR,Insulin receptor;Insulin receptor;Insulin-like growth factor 1 receptor,-0.1,Non-significant,0.225,-0.833822991814158,0.423662051152606,18.12,1,0.595715622709698,0.221906007979866,0.38180222425614,-0.1
OXA1L,Mitochondrial inner membrane protein OXA1L,-0.07,Non-significant,0.225,-0.833920610456625,0.423609538753725,19.8,6,0.595715622709698,0.407005713678476,0.576688890765216,-0.07
TRBV10-2,T cell receptor beta variable 10-2,-0.79,Non-significant,0.225,-0.833647483931261,0.42375647388628,18.26,1,0.595715622709698,0.439498425185477,0.606321329406031,-0.79
VSNL1,Visinin-like protein 1,-0.08,Non-significant,0.225,-0.833873051777554,0.423635121641028,19.5,12,0.595715622709698,0.449839178059737,0.616419272019329,-0.08
TXNL4A,Thioredoxin-like protein 4A,-0.28,Non-significant,0.225,-0.833216882901606,0.423988196180147,14.31,1,0.595899799714473,0.423697656167132,0.592348795718775,-0.28
PHF5A,PHD finger-like domain-containing protein 5A,-0.07,Non-significant,0.224,-0.832395273981452,0.424430571465961,20.04,6,0.596379883962026,0.409128065743651,0.578995896274542,-0.07
KIDINS220,Kinase D-interacting substrate of 220 kDa,-0.19,Non-significant,0.224,-0.831633551376769,0.424840980482779,15.63,6,0.596390054926833,0.438375019212185,0.605618722549264,-0.19
PHAX,Phosphorylated adapter RNA export protein,-0.18,Non-significant,0.224,-0.831671642775828,0.42482045083886,16.29,6,0.596390054926833,0.437803027203646,0.605252456066349,-0.18
STAP2,Signal-transducing adaptor protein 2,0.52,Non-significant,0.224,0.83194320228494,0.424674111198093,15.48,3,0.596390054926833,0.439866525906988,0.606439790409187,0.52
VPS18,Vacuolar protein sorting-associated protein 18 homolog,-0.08,Non-significant,0.224,-0.831755513810571,0.424775250276486,16.88,10,0.596390054926833,0.446270317861384,0.613233040126756,-0.08
MIF,Macrophage migration inhibitory factor,-0.14,Non-significant,0.224,-0.831135829656947,0.425109292793134,23.39,1,0.596625162584671,0.361656290010133,0.536455319125084,-0.14
HKDC1,Hexokinase HKDC1,-0.04,Non-significant,0.224,-0.830436365335689,0.425486553711911,20.29,32,0.596909606627344,0.510839343429995,0.670256896067566,-0.04
MRPL20,"39S ribosomal protein L20, mitochondrial",-0.13,Non-significant,0.224,-0.83038600116729,0.425513726678069,18.48,4,0.596909606627344,0.414400068137777,0.584228068422975,-0.13
DCBLD1,"Discoidin, CUB and LCCL domain-containing protein 1",0.34,Non-significant,0.224,0.828969129651225,0.426278650039884,16.07,2,0.597540817548286,0.43436211959974,0.602138692426174,0.34
FAM162A,Protein FAM162A,-0.06,Non-significant,0.224,-0.828885063513555,0.426324063717213,21.51,5,0.597540817548286,0.358701289593748,0.533467896696178,-0.06
GOLGB1,Golgin subfamily B member 1,-0.04,Non-significant,0.224,-0.828804402461908,0.426367640981724,17.56,66,0.597540817548286,0.51349524122502,0.672797020001869,-0.04
POLE3,DNA polymerase epsilon subunit 3,-0.14,Non-significant,0.224,-0.829327615749696,0.426085027499094,18.75,2,0.597540817548286,0.380072598343316,0.553368495176526,-0.14
DCTN3,Dynactin subunit 3,-0.1,Non-significant,0.224,-0.828604829012028,0.426475473747892,18.14,7,0.597550409227155,0.436737545381647,0.603920555275346,-0.1
PPP3CC,Serine/threonine-protein phosphatase 2B catalytic subunit gamma isoform;Serine/threonine-protein phosphatase 2B catalytic subunit gamma isoform;Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform,-0.2,Non-significant,0.223,-0.828036560232138,0.426782619091147,17.29,1,0.597839194403957,0.407733682171927,0.577305622735413,-0.2
SLC25A32,Mitochondrial folate transporter/carrier,0.18,Non-significant,0.223,0.826325177248676,0.427708508366647,16.44,3,0.598994377279396,0.422388636932094,0.591020816519755,0.18
ALG3,"Dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase",-0.09,Non-significant,0.222,-0.825597076420602,0.428102833171366,18.33,2,0.599102450529041,0.237086522711871,0.401497166673731,-0.09
FBXL6,F-box/LRR-repeat protein 6,0.39,Non-significant,0.222,0.82543493002332,0.42819068164396,14.98,2,0.599102450529041,0.438531184429267,0.605693048148453,0.39
TMED10,Transmembrane emp24 domain-containing protein 10,-0.04,Non-significant,0.222,-0.825936280550653,0.427919096644067,20.23,7,0.599102450529041,0.39057666480575,0.562708090006238,-0.04
UGT1A8,UDP-glucuronosyltransferase 1A9,0.32,Non-significant,0.222,0.825715195974817,0.428038845400279,14.25,2,0.599102450529041,0.435208531621865,0.602933477313645,0.32
DDB2,DNA damage-binding protein 2,0.71,Non-significant,0.221,0.82318608415613,0.429410320525449,16.81,3,0.600524903462322,0.445824206225251,0.613047136471023,0.71
RANBP2,E3 SUMO-protein ligase RanBP2;E3 SUMO-protein ligase RanBP2;GRIP and coiled-coil domain-containing protein 2;RANBP2-like and GRIP domain-containing protein 5/6,-0.18,Non-significant,0.221,-0.823327878650769,0.429333350946904,17.19,17,0.600524903462322,0.450211112273539,0.616550691219191,-0.18
DDX28,Probable ATP-dependent RNA helicase DDX28,-0.04,Non-significant,0.221,-0.821982284384513,0.430064145708754,17.99,16,0.600784672822194,0.503211855439543,0.663389820197387,-0.04
LETM2,"LETM1 domain-containing protein LETM2, mitochondrial",0.39,Non-significant,0.221,0.822312539994379,0.429884706116316,13.85,1,0.600784672822194,0.438903670640329,0.605924642832205,0.39
MAD2L1BP,MAD2L1-binding protein,-0.27,Non-significant,0.221,-0.821909410343865,0.430103747519826,14.54,2,0.600784672822194,0.432975390173992,0.6013885877135,-0.27
PPFIBP1,Liprin-beta-1;Liprin-beta-1;Liprin-beta-2,-0.2,Non-significant,0.221,-0.822595872411439,0.429730801558133,15.85,3,0.600784672822194,0.428919740207174,0.597579021145715,-0.2
PPP1R14B,Protein phosphatase 1 regulatory subunit 14B,-0.34,Non-significant,0.221,-0.82196533398535,0.430073356816125,14.79,2,0.600784672822194,0.438176527470136,0.605529160881836,-0.34
NDUFB2,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 2, mitochondrial",0.22,Non-significant,0.221,0.821487244157171,0.430333212622322,19.63,1,0.600836705080261,0.417187508550076,0.586899307677318,0.22
UFSP2,Ufm1-specific protease 2,0.11,Non-significant,0.221,0.821467243463091,0.430344085876314,17.48,14,0.600836705080261,0.454471523149626,0.619791600581647,0.11
PARN,Poly(A)-specific ribonuclease PARN,-0.05,Non-significant,0.221,-0.821073911855184,0.430557955576387,18.55,14,0.600993494490559,0.479010793159955,0.641100851193724,-0.05
SHOC2,Leucine-rich repeat protein SHOC-2,0.23,Non-significant,0.221,0.820846370635149,0.430681711086971,15.33,6,0.601024453891889,0.445772872392107,0.613047136471023,0.23
GPATCH4,G patch domain-containing protein 4,0.13,Non-significant,0.221,0.819717375082792,0.431296103363195,16.68,5,0.601434534902799,0.432043953984369,0.60080001779683,0.13
NDUFA8,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8,-0.06,Non-significant,0.221,-0.820097426899374,0.431089216097529,19.13,10,0.601434534902799,0.456001314277673,0.620980385864439,-0.06
NENF,Neudesin,0.05,Non-significant,0.221,0.819559348155106,0.431382147393524,17.99,6,0.601434534902799,0.369364408803965,0.544401591878326,0.05
PIGK,GPI-anchor transamidase,-0.09,Non-significant,0.221,-0.819787245708847,0.431258063190266,18.17,4,0.601434534902799,0.391679554854072,0.563583150699874,-0.09
