"Genes","ProtDesc","logFC","Diff_Abund","negLog10_sca_adjPval","sca.t","sca.P.Value","AveExpr","count","sca.adj.pval","P.Value","adj.P.Val"
"HSDL1","Inactive hydroxysteroid dehydrogenase-like protein 1",-0.07,"Non-significant",0.707,-1.62100668715511,0.13548447340259,20.18,11,0.196197168165229,0.171924857129902,0.238797976440758
"TMEM87B","Transmembrane protein 87B",0.53,"Non-significant",0.707,1.62009969747439,0.135680235374315,14.17,1,0.196432579571769,0.137835706220681,0.19690339780487
"B3GNT2","N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase 2",0.67,"Non-significant",0.705,1.6171665296089,0.136315043843475,15.07,3,0.197273699903047,0.149328140329305,0.210927335003222
"CPSF2","Cleavage and polyadenylation specificity factor subunit 2",-0.04,"Non-significant",0.705,-1.61710727229692,0.136327895707886,18.5,26,0.197273699903047,0.295487713509965,0.376293647160119
"RELCH","RAB11-binding protein RELCH",0.65,"Non-significant",0.704,1.6155001257668,0.136676868101375,15.2,2,0.197730324830277,0.146229492138698,0.207491583929179
"KIAA1522","Uncharacterized protein KIAA1522",0.76,"Non-significant",0.703,1.61405221578299,0.136991943281602,15.34,1,0.198137699437115,0.147450701326499,0.208973844251232
"GEMIN5","Gem-associated protein 5",-0.09,"Non-significant",0.7,-1.60893908143768,0.138109761284253,17.62,27,0.199705634779796,0.192789493835544,0.262600238265404
"CLCN3","H(+)/Cl(-) exchange transporter 3",0.59,"Non-significant",0.699,1.60791556248405,0.138334489441427,14.54,1,0.199981718549944,0.14350090427944,0.203962250929965
"MT-CYB","Cytochrome b",-0.33,"Non-significant",0.699,-1.60713562545694,0.13850595335979,18.26,2,0.200131801228297,0.122357058488594,0.177621863365311
"TIMM22","Mitochondrial import inner membrane translocase subunit Tim22",0.2,"Non-significant",0.699,1.60717976552715,0.138496244433333,19.47,1,0.200131801228297,0.0405889952325019,0.0692917151733162
"PTPMT1","Phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1",-0.14,"Non-significant",0.697,-1.60512372427658,0.138949126577378,17.9,3,0.20072314012655,0.0411130985730105,0.0699574351222295
"PPP1R13L","RelA-associated inhibitor",0.73,"Non-significant",0.697,1.60496196743865,0.138984812231572,14.54,1,0.200725685617332,0.148979751578979,0.210535751156633
"ABHD5","1-acylglycerol-3-phosphate O-acyltransferase ABHD5",0.58,"Non-significant",0.697,1.60464022829695,0.139055816201688,15.13,2,0.200772975066431,0.146681763213814,0.207983703075997
"PAXX","Protein PAXX",0.59,"Non-significant",0.697,1.60450613217928,0.139085419097059,16.24,2,0.200772975066431,0.147045106170136,0.208448944228245
"DVL2","Segment polarity protein dishevelled homolog DVL-2",-0.86,"Non-significant",0.697,-1.60325479318307,0.139361932491484,14.36,1,0.201123062085881,0.151544377335269,0.213598875820102
"NF2","Merlin",0.7,"Non-significant",0.695,1.60114283390448,0.139829725411161,14.86,2,0.201748960072627,0.150829206298299,0.212742887644108
"ALKBH5","RNA demethylase ALKBH5",-0.13,"Non-significant",0.694,-1.59926850520421,0.140246048057722,18.07,4,0.202300308717099,0.0808787577001451,0.124689840883731
"METTL2B","tRNA N(3)-methylcytidine methyltransferase METTL2B",0.75,"Non-significant",0.692,1.5959437392642,0.140987239532643,14.98,1,0.203319886988703,0.151525026912775,0.213598875820102
"SH3BP1","SH3 domain-binding protein 1",0.42,"Non-significant",0.692,1.59570735297883,0.141040068971398,14.89,5,0.203346512695849,0.154962640647169,0.217897800548788
"MRPL4","39S ribosomal protein L4, mitochondrial",-0.09,"Non-significant",0.691,-1.59413712411645,0.141391440628866,19.88,6,0.203803448039221,0.0922488367888125,0.139671537174873
"MGAT2","Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",-0.06,"Non-significant",0.69,-1.59283674997719,0.141683012476022,19.02,12,0.204141265879452,0.193432818162534,0.26329468255526
"PACSIN3","Protein kinase C and casein kinase substrate in neurons protein 3",-0.13,"Non-significant",0.69,-1.59278419320531,0.141694808005224,18.05,9,0.204141265879452,0.158144022982691,0.222001941634302
"RPS13","40S ribosomal protein S13",0.06,"Non-significant",0.69,1.59207215146571,0.141854700006566,22.85,12,0.204321874376545,0.191061778920997,0.260727063163178
"NDUFV2","NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial",0.08,"Non-significant",0.69,1.59177079720615,0.14192241841552,21.44,8,0.204369664094581,0.138349629783503,0.197589852625871
"AGL","Glycogen debranching enzyme",0.09,"Non-significant",0.689,1.59018605824939,0.142279001339414,17.84,31,0.20483329706212,0.205157321543247,0.276372404384264
"FLVCR1","Feline leukemia virus subgroup C receptor-related protein 1",-0.84,"Non-significant",0.688,-1.58935156926139,0.142467088204068,15.54,1,0.205054186549129,0.154611232773667,0.217455351633417
"TMEM199","Transmembrane protein 199",0.35,"Non-significant",0.687,1.58763377233387,0.142854957049796,15.61,2,0.205562446708085,0.132356006921246,0.190269799065358
"TOMM40L","Mitochondrial import receptor subunit TOM40B",-0.58,"Non-significant",0.686,-1.58652917418607,0.143104861564147,14.16,2,0.205871982950415,0.151009993937653,0.21294712443496
"MARCKSL1","MARCKS-related protein",0.15,"Non-significant",0.686,1.58614170996528,0.143192612975319,21.43,3,0.205948150455751,0.0483609657429747,0.0801770339874422
"NKTR","NK-tumor recognition protein",0.48,"Non-significant",0.685,1.58411924241299,0.143651425377777,15.12,3,0.206557833283185,0.152380920160554,0.21452246123959
"CHCHD6","MICOS complex subunit MIC25",-0.12,"Non-significant",0.685,-1.5838090481381,0.143721910017722,17.84,7,0.206608975115369,0.144281493932617,0.204924051752111
"PISD","Phosphatidylserine decarboxylase proenzyme, mitochondrial",0.45,"Non-significant",0.684,1.58282382869492,0.143945981359841,16.8,7,0.206880828687437,0.16115316910025,0.225637316982058
"MRPL34","39S ribosomal protein L34, mitochondrial",-0.19,"Non-significant",0.684,-1.5818653270146,0.144164272010576,19.19,2,0.207144244168669,0.0531531429477544,0.0868084865641355
"GABARAPL2","Gamma-aminobutyric acid receptor-associated protein-like 2",-0.31,"Non-significant",0.682,-1.57941760022202,0.144723046837687,15.81,2,0.207896641937021,0.125717189010518,0.181963945052651
"SLC38A7","Putative sodium-coupled neutral amino acid transporter 7",-0.28,"Non-significant",0.682,-1.57848859878979,0.144935621770443,17.26,3,0.208151474275658,0.133690836701541,0.191862401349265
"NOL4L","Nucleolar protein 4-like",0.3,"Non-significant",0.682,1.57825561013151,0.144988977606421,17.49,4,0.208177573525163,0.148485525612332,0.210088200633229
"COQ8B","Atypical kinase COQ8B, mitochondrial",0.4,"Non-significant",0.681,1.57769440796088,0.14511756745793,14.94,4,0.208311656149581,0.155294773068674,0.218312941850164
"CA5A","Carbonic anhydrase 5A, mitochondrial",-0.19,"Non-significant",0.68,-1.57568570534212,0.14557865149952,17.42,5,0.20892284281413,0.141172549330586,0.201136040064792
"COX20","Cytochrome c oxidase assembly protein COX20, mitochondrial",-0.14,"Non-significant",0.679,-1.5743410875346,0.145888020311187,19.07,4,0.209214594324113,0.0980537432182343,0.146807691959082
"EDF1","Endothelial differentiation-related factor 1",0.14,"Non-significant",0.679,1.57439236524471,0.145876211752716,20.11,4,0.209214594324113,0.0913167560599212,0.138437418807726
"RICTOR","Rapamycin-insensitive companion of mTOR",0.69,"Non-significant",0.679,1.57451623139689,0.145847690538248,14.74,6,0.209214594324113,0.163427710814499,0.22826235268967
"SDSL","Serine dehydratase-like",0.94,"Non-significant",0.678,1.57243136027213,0.14632840459442,14.48,4,0.209795291976056,0.163437410741986,0.22826235268967
"TSSC4","Protein TSSC4",0.43,"Non-significant",0.678,1.57148222349115,0.146547711347786,16.74,2,0.210058819778307,0.146157455151493,0.207439113008247
"NDUFAF5","Arginine-hydroxylase NDUFAF5, mitochondrial",0.45,"Non-significant",0.677,1.57060617495656,0.146750387177171,17.17,5,0.210298387243236,0.161518388737116,0.225988249268743
"EIF3L","Eukaryotic translation initiation factor 3 subunit L",-0.04,"Non-significant",0.677,-1.57042586079725,0.146792133880126,20.35,33,0.210307277522689,0.313124698417275,0.395213063254056
"PHF5A","PHD finger-like domain-containing protein 5A",-0.13,"Non-significant",0.676,-1.56909987014035,0.147099451184634,19.94,6,0.210696551115827,0.136393556177279,0.195078721755127
"RPLP0","60S acidic ribosomal protein P0;60S acidic ribosomal protein P0",0.08,"Non-significant",0.675,1.56683256512714,0.14762624351257,21.97,9,0.211399923248759,0.161654063457231,0.226124608386864
"HAUS4","HAUS augmin-like complex subunit 4",0.52,"Non-significant",0.675,1.56648081918569,0.147708117746323,14.33,1,0.211465989040647,0.150290798971431,0.212185792773553
"PRMT3","Protein arginine N-methyltransferase 3",0.3,"Non-significant",0.674,1.5654764625441,0.147942116957569,16.41,3,0.211749759564086,0.14195870086129,0.202012898748498
"CDAN1","Codanin-1",0.65,"Non-significant",0.674,1.56525949426557,0.147992709936426,14.35,2,0.211770946721604,0.158413426378746,0.2222746606315
"PGGT1B","Geranylgeranyl transferase type-1 subunit beta",0.39,"Non-significant",0.673,1.56273926634011,0.14858149597788,16.83,2,0.212562067625995,0.144719634128232,0.205497018271358
"ENGASE","Cytosolic endo-beta-N-acetylglucosaminidase",-0.42,"Non-significant",0.672,-1.5623490870709,0.148672835108221,14.26,2,0.212641325921041,0.147721047837514,0.209256748875885
"EIF4A1","Eukaryotic initiation factor 4A-III;Eukaryotic initiation factor 4A-I;Eukaryotic initiation factor 4A-I;Eukaryotic initiation factor 4A-II",-0.09,"Non-significant",0.67,-1.55894901389334,0.14947086690263,21.94,7,0.213731058352553,0.132625989028321,0.190565317406648
"TBC1D8B","TBC1 domain family member 8B",0.63,"Non-significant",0.669,1.55743495736048,0.14982744052835,16.63,4,0.214189167819823,0.165345825213307,0.230580072539981
"RPS14","40S ribosomal protein S14",0.09,"Non-significant",0.669,1.55638943141451,0.150074106838163,23.19,5,0.214489973468939,0.0645905566552025,0.102709573697617
"TXNRD1","Thioredoxin reductase 1, cytoplasmic;Thioredoxin reductase 1, cytoplasmic;Thioredoxin reductase 2, mitochondrial",0.33,"Non-significant",0.668,1.55484651312127,0.1504387719129,16.71,1,0.214959240137318,0.128286886410721,0.185094734672577
"FKRP","Fukutin-related protein",-0.26,"Non-significant",0.668,-1.55457525304481,0.150502963903266,16.46,5,0.214999043316182,0.157490070065759,0.221241392350212
"NUP58","Nucleoporin p58/p45",0.07,"Non-significant",0.667,1.55341380462618,0.150778085204615,18.19,8,0.215340074862589,0.145987742283198,0.207247953716335
"PSMA3","Proteasome subunit alpha type-3",0.62,"Non-significant",0.666,1.55214458144298,0.151079240386052,14.85,1,0.21571811422883,0.158750235931748,0.222641655844549
"UQCRQ","Cytochrome b-c1 complex subunit 8",0.15,"Non-significant",0.666,1.55162024721846,0.151203805808928,19.94,6,0.215843888774771,0.148162569415084,0.20978174760207
"TTYH3","Protein tweety homolog 3",-0.23,"Non-significant",0.665,-1.55074361534213,0.151412267322228,18.63,1,0.216089335683942,0.0801730531089293,0.123698554170935
"C1orf52","UPF0690 protein C1orf52",-0.87,"Non-significant",0.665,-1.55029035472368,0.151520150699836,16.78,1,0.216191157870975,0.164729534086413,0.229825018595442
"TMTC3","Protein O-mannosyl-transferase TMTC3",-0.09,"Non-significant",0.665,-1.54917394307755,0.151786162239728,18.31,7,0.216518496136083,0.141244485525983,0.201141665669612
"DHX57","Putative ATP-dependent RNA helicase DHX57;Putative ATP-dependent RNA helicase DHX57;Putative ATP-dependent RNA helicase DHX57;ATP-dependent RNA helicase DHX29",0.28,"Non-significant",0.664,1.54838368425489,0.151974707497249,16.53,1,0.216735199870142,0.111016620831016,0.163567068091912
"CHST14","Carbohydrate sulfotransferase 14",-0.16,"Non-significant",0.661,-1.54393156629197,0.153040763225245,16.33,5,0.21820293879609,0.141603959190445,0.201605059319024
"UBL7","Ubiquitin-like protein 7",0.46,"Non-significant",0.659,1.54110316812813,0.153721417107852,15.21,4,0.219120603475587,0.166542743361122,0.232085118339086
"ZDHHC3","Palmitoyltransferase ZDHHC3",0.46,"Non-significant",0.659,1.5402260547493,0.153933031890887,14.31,1,0.219369400216372,0.152346089092741,0.21452246123959
"UPP1","Uridine phosphorylase 1",-0.59,"Non-significant",0.658,-1.53877769558838,0.154283024926924,16.11,3,0.219815231999184,0.167029200676024,0.232598677429992
"ALG9","Alpha-1,2-mannosyltransferase ALG9",0.31,"Non-significant",0.657,1.53679679797061,0.154762831613881,17.59,4,0.220445757019579,0.160115511857889,0.22439684596474
"TIMM9","Mitochondrial import inner membrane translocase subunit Tim9",-0.11,"Non-significant",0.655,-1.53395723459184,0.155452896715917,18.78,5,0.221375400690272,0.102284296163556,0.152293955812723
"SVIP","Small VCP/p97-interacting protein",-0.37,"Non-significant",0.655,-1.53354882487731,0.155552368494765,16.88,1,0.221463754663986,0.141930608218216,0.202012898748498
"IQGAP1","Ras GTPase-activating-like protein IQGAP1;Ras GTPase-activating-like protein IQGAP1;Ras GTPase-activating-like protein IQGAP3",0.21,"Non-significant",0.653,1.53142097277975,0.156071525670708,18.83,1,0.222149438872644,0.0649769892431417,0.103205051755397
"COG1","Conserved oligomeric Golgi complex subunit 1",-0.09,"Non-significant",0.653,-1.53086689946002,0.156206957552107,18.12,19,0.222288736853251,0.204542291572773,0.276129760263769
"SSBP2","Single-stranded DNA-binding protein 2",0.61,"Non-significant",0.653,1.52991898519968,0.156438893754659,14.11,1,0.222565264329482,0.164026561584083,0.228902161531373
"INO80C","INO80 complex subunit C",-0.85,"Non-significant",0.651,-1.52777226914077,0.156965265111727,14.3,2,0.223260450400502,0.171351679856907,0.238113642487862
"RMDN3","Regulator of microtubule dynamics protein 3",0.05,"Non-significant",0.65,1.52658392706801,0.157257308774437,19.66,13,0.223622085080112,0.229041139758152,0.302373142335784
"CBX1","Chromobox protein homolog 1",0.14,"Non-significant",0.649,1.52476207610796,0.15770596226844,20.18,5,0.224206193835261,0.135932985887586,0.194561073414815
"TERF2","Telomeric repeat-binding factor 2",0.24,"Non-significant",0.649,1.5235161010795,0.158013441553392,17.04,10,0.224589366723858,0.177722587512757,0.245800599574961
"CPSF3","Cleavage and polyadenylation specificity factor subunit 3",0.07,"Non-significant",0.648,1.52229973689319,0.158314117584383,19.01,13,0.224962688219692,0.213046965030134,0.285203369249617
"MRPS36","28S ribosomal protein S36, mitochondrial",0.14,"Non-significant",0.647,1.52126497026023,0.158570296525823,18.68,3,0.225272615736685,0.06294750706468,0.100366585637756
"MICOS13","MICOS complex subunit MIC13",-0.19,"Non-significant",0.646,-1.51994139345186,0.158898503186263,18.04,3,0.225684695956101,0.116841178405411,0.17083005995177
"PEX16","Peroxisomal membrane protein PEX16",0.34,"Non-significant",0.646,1.5196644174199,0.158967259626026,16.71,4,0.225728167796303,0.166924224109324,0.232507211406514
"SEZ6L2","Seizure 6-like protein 2",-0.76,"Non-significant",0.646,-1.5192053852362,0.159081266694921,15.18,3,0.225835857733648,0.17451300470147,0.242108663263446
"CWC25","Pre-mRNA-splicing factor CWC25 homolog",-0.33,"Non-significant",0.646,-1.51897497118351,0.1591385200928,15.87,3,0.22586294636342,0.158741458752218,0.222641655844549
"TMEM256","Transmembrane protein 256",0.89,"Non-significant",0.646,1.5182435696486,0.159320378027518,15.29,2,0.226066828966145,0.174272416049908,0.241831586718412
"KLHDC2","Kelch domain-containing protein 2",-0.61,"Non-significant",0.645,-1.51760044770063,0.15948043536301,14.15,1,0.226239687375433,0.167187169247026,0.232709122661645
"DARS2","Aspartate--tRNA ligase, mitochondrial",-0.06,"Non-significant",0.645,-1.51680938057804,0.159677504653697,19.2,18,0.226464955665371,0.240590222577654,0.315577997559738
"YTHDC1","YTH domain-containing protein 1",-0.19,"Non-significant",0.645,-1.51619370919922,0.159831026333143,18.17,3,0.226628368754663,0.116396958150498,0.170306825266196
"TMED9","Transmembrane emp24 domain-containing protein 9",-0.09,"Non-significant",0.644,-1.51539096188187,0.160031389587176,21,6,0.226858105459348,0.118325149688571,0.172573308037287
"PIP","Prolactin-inducible protein",-0.45,"Non-significant",0.643,-1.51321631469917,0.160575273354249,14.32,2,0.227574585014872,0.162970240661265,0.2278579664444
"SPRYD4","SPRY domain-containing protein 4",0.14,"Non-significant",0.641,1.51044958184201,0.161269562711055,18.67,12,0.228503832030965,0.186922779991064,0.256082910212346
"SUMO1","Small ubiquitin-related modifier 5",-0.14,"Non-significant",0.64,-1.50873458853562,0.161701235614242,20.41,3,0.229060620332648,0.0590566062802708,0.0950592870947667
"RAB11FIP3","Rab11 family-interacting protein 3",0.53,"Non-significant",0.639,1.50634729401513,0.162303801907533,14.23,2,0.229859166081109,0.169664815003392,0.235824926092335
"XPNPEP3","Xaa-Pro aminopeptidase 3",0.09,"Non-significant",0.638,1.50534518521999,0.162557320361284,22.68,10,0.230163116673299,0.185884394512702,0.254955485009657
"ACSS1","Acetyl-coenzyme A synthetase 2-like, mitochondrial",0.33,"Non-significant",0.637,1.50389330196563,0.162925235015868,15.81,8,0.23062885540404,0.181121225155999,0.2498704334922
"PDCD6","Programmed cell death protein 6",0.12,"Non-significant",0.636,1.50212304276584,0.163374805664626,18.63,8,0.231209931862615,0.173929853554289,0.241412841538993
"ARPC5","Actin-related protein 2/3 complex subunit 5",0.16,"Non-significant",0.636,1.5015752450922,0.163514140960035,20.59,1,0.231351786719398,0.0137160763538797,0.0270707217431307
"TAPBP","Tapasin",0.21,"Non-significant",0.635,1.50008418903704,0.163893921523494,18.88,1,0.231833692004425,0.078821004180379,0.121965394184903
"CBX4","E3 SUMO-protein ligase CBX4",-0.48,"Non-significant",0.635,-1.49952575684795,0.164036354248239,16.09,2,0.231979710345801,0.168996456003514,0.235006352567048
"DDX46","Probable ATP-dependent RNA helicase DDX46",-0.07,"Non-significant",0.634,-1.4991064662781,0.164143368314666,19.33,21,0.232075581915861,0.235055028964115,0.309208671938787
"MIER1","Mesoderm induction early response protein 1",0.4,"Non-significant",0.634,1.49880622647636,0.164220034665584,15.29,2,0.232128510539001,0.162177452575621,0.226803116731257
"MPZL1","Myelin protein zero-like protein 1",-0.12,"Non-significant",0.634,-1.49863192210066,0.164264557601788,18.53,5,0.232135989331211,0.126816344560313,0.183196364932464
"GMPS","GMP synthase [glutamine-hydrolyzing]",-0.09,"Non-significant",0.634,-1.49785917137382,0.164462069047346,20.34,24,0.232311902068449,0.215780238083368,0.287950308691766
"RAB11FIP1","Rab11 family-interacting protein 1",-0.24,"Non-significant",0.634,-1.49783769641008,0.164467560886384,17.27,4,0.232311902068449,0.161285155626561,0.225768693125707
"ZMIZ1","Zinc finger MIZ domain-containing protein 2",0.69,"Non-significant",0.634,1.49737077136153,0.164587007958688,14.56,1,0.232425137492019,0.175310415934941,0.242930147795561
"NSUN2","RNA cytosine C(5)-methyltransferase NSUN2",0.07,"Non-significant",0.634,1.49709926170198,0.164656499149755,19,22,0.232467789422358,0.240431793923202,0.315440116328954
"EMC1","ER membrane protein complex subunit 1",-0.07,"Non-significant",0.633,-1.49668662325324,0.164762160068199,20.54,21,0.232561474504659,0.244106391760073,0.319906427473831
"MTIF2","Translation initiation factor IF-2, mitochondrial",0.11,"Non-significant",0.633,1.49614592247146,0.164900701807827,18.47,13,0.232701515048155,0.196270420057586,0.266605159660408
"RIOX1","Ribosomal oxygenase 1",0.07,"Non-significant",0.633,1.49547602157871,0.165072488034093,18.59,14,0.232888390962739,0.217159263503487,0.289659910313375
"ATP5ME","ATP synthase subunit e, mitochondrial",-0.11,"Non-significant",0.633,-1.49509186723805,0.165171068709972,21.62,5,0.232971922182814,0.112576455379373,0.165576655848807
"SFXN4","Sideroflexin-4",-0.12,"Non-significant",0.632,-1.49356761653739,0.165562720807266,16.87,5,0.233468688993469,0.132526799315334,0.19046904822658
"MRPL20","39S ribosomal protein L20, mitochondrial",0.21,"Non-significant",0.63,1.49123157577252,0.166164521205,18.52,4,0.234261489628302,0.156549421222553,0.219972197904024
"ANKRD30B","Ankyrin repeat domain-containing protein 30B",-1.07,"Non-significant",0.63,-1.49043000004584,0.166371455555335,17.89,1,0.234497356484259,0.182220939977346,0.250919548951817
"TIMM10","Mitochondrial import inner membrane translocase subunit Tim10",0.23,"Non-significant",0.628,1.48700507315616,0.167258147182242,18.28,3,0.235690987586884,0.14397344874398,0.204584749331924
"RGPD3","RanBP2-like and GRIP domain-containing protein 3",-1.08,"Non-significant",0.626,-1.48403438254552,0.168030547346539,14.56,1,0.236723035392732,0.183998585094049,0.253072902836236
"MED11","Mediator of RNA polymerase II transcription subunit 11",0.67,"Non-significant",0.625,1.48314489148361,0.168262420229276,15.59,2,0.236993273148447,0.180387347987403,0.249032183397449
"POLR1A","DNA-directed RNA polymerase III subunit RPC1;DNA-directed RNA polymerase I subunit RPA1",0.39,"Non-significant",0.624,1.48175200334995,0.168626074376641,17.05,24,0.237448948616512,0.19005407337674,0.259771298722608
"USP24","Ubiquitin carboxyl-terminal hydrolase 24",0.26,"Non-significant",0.624,1.48158610754014,0.168669431545671,16.07,22,0.237453491900008,0.192272508748299,0.262077040834759
"ACAT1","Acetyl-CoA acetyltransferase, mitochondrial",0.05,"Non-significant",0.624,1.48137225616912,0.168725336195698,22.06,21,0.237475693213593,0.281303844594709,0.360588138749328
"SLC2A8","Solute carrier family 2, facilitated glucose transporter member 8",-0.93,"Non-significant",0.624,-1.48074938808433,0.168888256489068,15.35,1,0.237648469356912,0.183724610236585,0.25281360901625
"SMN1","Survival motor neuron protein",-0.16,"Non-significant",0.624,-1.47994351135193,0.169099246992196,18.02,4,0.237888788505188,0.136267556917898,0.194945632080078
"NAA30","N-alpha-acetyltransferase 30",0.5,"Non-significant",0.623,1.47859104416744,0.169453854562424,17.68,4,0.238330985844037,0.184208592296082,0.253203283782751
"COL12A1","Collagen alpha-1(XII) chain",-0.67,"Non-significant",0.623,-1.47835020484007,0.169517068269973,16.88,4,0.23836323501745,0.186359533304862,0.255547939412484
"CORO2A","Coronin-2A",-0.12,"Non-significant",0.622,-1.47753334690777,0.169731622668938,17.28,5,0.238608223172276,0.132024732697958,0.189932006655438
"STX10","Syntaxin-10",-0.49,"Non-significant",0.621,-1.47493760479138,0.170414971839557,16.39,3,0.239511968735073,0.181502972557304,0.250280374882677
"RASSF4","Ras association domain-containing protein 4",0.61,"Non-significant",0.621,1.47476682040412,0.170460015249637,14.86,2,0.239518382862052,0.181174599767607,0.249885805786698
"CROCC","Rootletin",-0.57,"Non-significant",0.62,-1.47404215475365,0.170651255939164,13.71,1,0.239730171270664,0.177424439813892,0.245514595504864
"TMEM259","Membralin",0.77,"Non-significant",0.62,1.4737038527318,0.170740597844631,15.55,3,0.239798746130235,0.18690212262411,0.256082910212346
"CNOT9","CCR4-NOT transcription complex subunit 9",-0.15,"Non-significant",0.62,-1.47314434247243,0.170888446972332,17.02,6,0.239949440136519,0.172115226980382,0.239006289144079
"FASTKD3","FAST kinase domain-containing protein 3, mitochondrial",-0.25,"Non-significant",0.62,-1.47286001484054,0.170963622101456,16.39,2,0.239998043173029,0.136863604955678,0.195656426799407
"ZMYM3","Zinc finger MYM-type protein 3;Zinc finger MYM-type protein 3;Zinc finger MYM-type protein 4",-0.26,"Non-significant",0.62,-1.47260234681492,0.171031773159533,16.34,1,0.240036765129259,0.126570353215569,0.182885660555927
"EXOSC7","Exosome complex component RRP42",-0.2,"Non-significant",0.62,-1.47216778284259,0.171146764790251,18.35,5,0.240141192142261,0.172762469824489,0.239848787881628
"DNAJC3","DnaJ homolog subfamily C member 3",-0.06,"Non-significant",0.619,-1.47116524336733,0.171412304842485,20.66,18,0.240456758594828,0.256572371818368,0.33358354736306
"ABHD13","Protein ABHD13",-0.67,"Non-significant",0.618,-1.47009444248854,0.171696317207115,14.09,2,0.240798082226712,0.184221757087163,0.253203283782751
"STAM","Signal transducing adapter molecule 2;Signal transducing adapter molecule 1",0.14,"Non-significant",0.618,1.46918456191111,0.171937966661067,17.14,4,0.241022731280155,0.126892058888222,0.183260998887384
"VAMP2","Vesicle-associated membrane protein 2",0.13,"Non-significant",0.618,1.46921942247934,0.171928702867204,20.04,3,0.241022731280155,0.0524080911480583,0.0858112418094679
"TOMM5","Mitochondrial import receptor subunit TOM5 homolog",-0.25,"Non-significant",0.618,-1.46843255197948,0.172137909333938,21.13,3,0.241245857301969,0.15768375215632,0.221460897581045
"CHCHD7","Coiled-coil-helix-coiled-coil-helix domain-containing protein 7",1.27,"Non-significant",0.617,1.46724680034094,0.172453581075841,15.76,1,0.241631029890066,0.18962061837439,0.259298636219382
"B4GALT4","Beta-1,4-galactosyltransferase 4",0.45,"Non-significant",0.617,1.46708415889054,0.172496918464952,16.27,3,0.241634532802348,0.182134606310817,0.250859046913665
"CREG1","Protein CREG1",-0.32,"Non-significant",0.617,-1.4668091930593,0.172570207100828,17.86,1,0.241679979980024,0.151589802216437,0.213612017078985
"MRPL10","39S ribosomal protein L10, mitochondrial",0.27,"Non-significant",0.617,1.46636844695203,0.172687738282814,21.8,3,0.241755640518663,0.163799103213952,0.228638663297228
"RPL36","60S ribosomal protein L36",0.22,"Non-significant",0.617,1.46630018414126,0.172705947688421,20.61,1,0.241755640518663,0.101813183372055,0.151745240809181
"PABPC1","Polyadenylate-binding protein 1;Polyadenylate-binding protein 1;Polyadenylate-binding protein 1;Polyadenylate-binding protein 1;Polyadenylate-binding protein 4",0.09,"Non-significant",0.615,1.46355972244576,0.173438344232411,20.54,6,0.242723434915605,0.132721672932651,0.190656503700533
"ALS2","Alsin",-0.48,"Non-significant",0.614,-1.46248512164392,0.173726263048642,13.98,3,0.242953982145784,0.184663018249454,0.253687460787953
"CDS2","Phosphatidate cytidylyltransferase 2",0.97,"Non-significant",0.614,1.46250468098322,0.173721018824924,18.16,4,0.242953982145784,0.192151623849102,0.261972617123303
"FLG2","Filaggrin-2",-0.62,"Non-significant",0.614,-1.46251045911827,0.17371946962519,14.12,2,0.242953982145784,0.184990391689374,0.253964767430633
"RRM2","Ribonucleoside-diphosphate reductase subunit M2;Ribonucleoside-diphosphate reductase subunit M2;Ribonucleoside-diphosphate reductase subunit M2 B",0.17,"Non-significant",0.614,1.46159763812701,0.173964357230781,18.17,1,0.243229466383396,0.0330106553313208,0.0577710877241718
"HMG20A","High mobility group protein 20A",0.24,"Non-significant",0.614,1.46124698650851,0.174058507401044,17.28,5,0.243303611691939,0.180666008612796,0.249358706079289
"MTERF4","Transcription termination factor 4, mitochondrial",-0.15,"Non-significant",0.614,-1.46103695104855,0.174114923028246,16.8,6,0.243324988086474,0.174885707733503,0.242455185721448
"ARL8B","ADP-ribosylation factor-like protein 8B",0.13,"Non-significant",0.614,1.46054577367025,0.174246914890372,20.04,8,0.243451946967256,0.186673016167326,0.25585921627567
"ATRN","Attractin",0.1,"Non-significant",0.613,1.45993587100363,0.174410930980629,16.79,6,0.243623578520392,0.152128295078958,0.214314702264668
"MCIDAS","Multicilin",-1.02,"Non-significant",0.613,-1.4597673828332,0.174456264503205,15.16,1,0.243629388025835,0.190296951927887,0.259983159676128
"GLMP","Glycosylated lysosomal membrane protein",0.56,"Non-significant",0.613,1.45928549582667,0.174585977208556,15.61,2,0.243753003101234,0.184108736142678,0.253165556996567
"JAGN1","Protein jagunal homolog 1",0.17,"Non-significant",0.613,1.4585551640346,0.174782723448606,18.91,1,0.243951017813913,0.0318015394429101,0.055986226981166
"TSEN34","tRNA-splicing endonuclease subunit Sen34",0.34,"Non-significant",0.613,1.45845299890125,0.17481026120179,16.24,2,0.243951017813913,0.166793236876655,0.232379463762461
"KIF21A","Kinesin-like protein KIF21A",0.08,"Non-significant",0.613,1.4581820054871,0.174883323260673,16.35,8,0.243995431203349,0.178310959152189,0.246280566130603
