Genes,ProtDesc,X3_vs_X3H,Diff_Abund,negLog10_sca_adjPval,sca.t,sca.P.Value,AveExpr,count,sca.adj.pval,P.Value,adj.P.Val,logFC
HMGN1,Non-histone chromosomal protein HMG-14,-0.03,Non-significant,0.034,-0.202032748875038,0.843863782447525,18.03,3,0.925341364110824,0.838070965299467,0.921379766197871,-0.03
AMDHD1,Probable imidazolonepropionase,-0.1,Non-significant,0.033,-0.200048587037151,0.845374807107737,14.07,1,0.926654822833731,0.849482560407467,0.92728532233345,-0.1
PLEKHA1,Pleckstrin homology domain-containing family A member 1,0.1,Non-significant,0.033,0.200222663633672,0.845242213938383,13.77,1,0.926654822833731,0.849244614437953,0.92728532233345,0.1
MERTK,Tyrosine-protein kinase Mer,0.05,Non-significant,0.033,0.199219269572812,0.846006562850488,15.69,4,0.927175557026549,0.85039887994639,0.92728532233345,0.05
LETM2,"LETM1 domain-containing protein LETM2, mitochondrial",0.08,Non-significant,0.033,0.198454560148512,0.846589202803951,14.51,1,0.927642280183514,0.849283807103398,0.92728532233345,0.08
ISCU,"Iron-sulfur cluster assembly enzyme ISCU, mitochondrial",0.03,Non-significant,0.033,0.198072152461365,0.846880599443503,18.16,3,0.927789762434217,0.841744666793327,0.92284661727184,0.03
PTGR2,Prostaglandin reductase 2,-0.07,Non-significant,0.032,-0.197491132733107,0.847323385682431,14.1,1,0.928103012418168,0.848720923158311,0.92728532233345,-0.07
EIF4G3,Eukaryotic translation initiation factor 4 gamma 3;Eukaryotic translation initiation factor 4 gamma 3;Eukaryotic translation initiation factor 4 gamma 1,0.03,Non-significant,0.032,0.196194174600211,0.848311977892498,16.89,2,0.928326608690569,0.827816811837304,0.9152077869285,0.03
NUF2,Kinetochore protein Nuf2,-0.08,Non-significant,0.032,-0.19632256115091,0.848214104341003,14.07,1,0.928326608690569,0.850389119086336,0.92728532233345,-0.08
PIGV,GPI mannosyltransferase 2,-0.04,Non-significant,0.032,-0.196947512869622,0.847737720388924,18.58,1,0.928326608690569,0.831607819302041,0.917684346663591,-0.04
SF3A3,Splicing factor 3A subunit 3,0.01,Non-significant,0.032,0.196557497941777,0.848035010808583,19.84,17,0.928326608690569,0.883714038692202,0.946071280430932,0.01
ZC3H11A,Zinc finger CCCH domain-containing protein 11A,0.01,Non-significant,0.032,0.196291696382302,0.848237633385736,18.07,10,0.928326608690569,0.856488584071871,0.932274273722086,0.01
PLEK,Pleckstrin,0.07,Non-significant,0.032,0.195647612077048,0.848728671750924,13.9,1,0.928610863674227,0.850494751445603,0.92728532233345,0.07
DCTN5,Dynactin subunit 5,-0.03,Non-significant,0.032,-0.194628273246681,0.8495059357203,16.7,1,0.929215802070829,0.82272778514117,0.912137962278491,-0.03
SUPT6H,Transcription elongation factor SPT6,0.01,Non-significant,0.032,0.194304706449964,0.849752696468693,18.67,24,0.929215802070829,0.875021634954292,0.941806274478296,0.01
UBE2V2,Ubiquitin-conjugating enzyme E2 variant 2,-0.02,Non-significant,0.032,-0.19450111051867,0.849602911413277,21.38,4,0.929215802070829,0.825672604200642,0.913772854271062,-0.02
C7orf50,Uncharacterized protein C7orf50,0.02,Non-significant,0.032,0.193746033443889,0.850178795477151,19.25,6,0.929426380522202,0.848638592719428,0.92728532233345,0.02
PPP2R5A,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit alpha isoform;Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit alpha isoform,0.02,Non-significant,0.032,0.193640329185718,0.850259421626953,15.98,5,0.929426380522202,0.848789747904935,0.92728532233345,0.02
NAGPA,N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase,0.02,Non-significant,0.031,0.192474716157328,0.851148614983804,19.12,9,0.930226515489319,0.857700598635625,0.932501641781187,0.02
S100A9,Protein S100-A9,0.22,Non-significant,0.031,0.19215318258649,0.851393936838995,15.21,5,0.930322793033487,0.857779033156888,0.932501641781187,0.22
IGSF8,Immunoglobulin superfamily member 8,0.04,Non-significant,0.031,0.191830893134173,0.851639852054234,15.54,4,0.930419683272692,0.855349347465236,0.9316349577066,0.04
CTU1,Cytoplasmic tRNA 2-thiolation protein 1,-0.04,Non-significant,0.031,-0.19120354021164,0.852118586294774,16.62,1,0.930770846429052,0.83722126711908,0.921136407767322,-0.04
CPNE1,Copine-1,0.01,Non-significant,0.031,0.188830583991312,0.853929960497646,20.64,14,0.930869925717832,0.868212330270863,0.937447510622755,0.01
ELOVL5,Elongation of very long chain fatty acids protein 5,0.03,Non-significant,0.031,0.190109211701389,0.852953820799526,17.79,1,0.930869925717832,0.799612315681678,0.897238590263252,0.03
FNTA,Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha,0.02,Non-significant,0.031,0.190281436876565,0.852822359146199,18.02,9,0.930869925717832,0.859247263156008,0.933388297428695,0.02
MRPL42,"39S ribosomal protein L42, mitochondrial",-0.08,Non-significant,0.031,-0.189211434672604,0.853639181525745,15.42,2,0.930869925717832,0.857454134376607,0.932501641781187,-0.08
RPS27A,Ubiquitin-40S ribosomal protein S27a,-0.01,Non-significant,0.031,-0.189348867799485,0.853534257149314,23.64,15,0.930869925717832,0.865791222993557,0.936542352185169,-0.01
SPAG7,Sperm-associated antigen 7,0.03,Non-significant,0.031,0.190876560200342,0.852368130301821,17.19,3,0.930869925717832,0.849739331510888,0.92728532233345,0.03
SQOR,"Sulfide:quinone oxidoreductase, mitochondrial",0.02,Non-significant,0.031,0.188817661669897,0.853939827073921,19.73,23,0.930869925717832,0.864944810018473,0.936140194051455,0.02
THUMPD3,THUMP domain-containing protein 3,-0.03,Non-significant,0.031,-0.190554641898716,0.852613827970409,16.84,5,0.930869925717832,0.856401728190158,0.932274273722086,-0.03
TMEM223,Transmembrane protein 223,-0.04,Non-significant,0.031,-0.189491165532654,0.853425621999937,15.58,1,0.930869925717832,0.84491976986312,0.924956573224807,-0.04
UBTD1,Ubiquitin domain-containing protein 2,-0.07,Non-significant,0.031,-0.189193482975313,0.853652887107438,15.29,1,0.930869925717832,0.855428887142126,0.9316349577066,-0.07
WASHC4,WASH complex subunit 4,0.03,Non-significant,0.031,0.189593483486222,0.853347510816646,16.12,5,0.930869925717832,0.855821121437543,0.931890610148314,0.03
COX6B1,Cytochrome c oxidase subunit 6B1,0.01,Non-significant,0.031,0.188064691198051,0.854514787827502,21.65,8,0.930945130422268,0.857992869253485,0.932539273947993,0.01
EIF3J,Eukaryotic translation initiation factor 3 subunit J,0.01,Non-significant,0.031,0.187903147614692,0.854638152518804,20.66,9,0.930945130422268,0.861060367898371,0.934328662544409,0.01
MED30,Mediator of RNA polymerase II transcription subunit 30,0.06,Non-significant,0.031,0.188255197366689,0.85436931078135,17.39,2,0.930945130422268,0.856763115477594,0.932401573345765,0.06
NAA38,"N-alpha-acetyltransferase 38, NatC auxiliary subunit",0.04,Non-significant,0.031,0.188353682945619,0.854294106052674,14.93,3,0.930945130422268,0.8535630460182,0.930459201048211,0.04
SNX24,Sorting nexin-24,-0.08,Non-significant,0.031,-0.187299771951551,0.85509896377537,13.95,1,0.931275643044149,0.85780064833784,0.932501641781187,-0.08
PABPN1,Polyadenylate-binding protein 2,0.01,Non-significant,0.031,0.186927641813467,0.855383196165917,21.25,7,0.931413759976763,0.850488217481999,0.92728532233345,0.01
DPP9,Dipeptidyl peptidase 9,0.01,Non-significant,0.031,0.185799480936995,0.85624501565341,18.69,9,0.931988758996298,0.862705295417269,0.935386221995597,0.01
JUP,Junction plakoglobin;Junction plakoglobin;Catenin beta-1,0.01,Non-significant,0.031,0.185411691259637,0.856541299885392,20.53,4,0.931988758996298,0.789686071677191,0.89221485202285,0.01
RPL13A,60S ribosomal protein L13a,0.01,Non-significant,0.031,0.185587126107644,0.856407258926613,22.39,10,0.931988758996298,0.864045359167884,0.93568015925995,0.01
STARD10,START domain-containing protein 10,0.01,Non-significant,0.031,0.185922407629517,0.85615110043929,18.93,8,0.931988758996298,0.859662855501456,0.933668339941651,0.01
NUP42,Nucleoporin NUP42,-0.08,Non-significant,0.031,-0.185026404433504,0.856835694944472,14.93,2,0.932137673650752,0.860595933215129,0.934167333853223,-0.08
LIG1,DNA ligase 1,-0.06,Non-significant,0.03,-0.183600932106423,0.85792508804148,15.72,8,0.932979736434743,0.863997015833344,0.93568015925995,-0.06
PBDC1,Protein PBDC1,-0.01,Non-significant,0.03,-0.183710151712663,0.85784160773704,18.96,11,0.932979736434743,0.867840625466003,0.93738187899557,-0.01
ST3GAL1,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 1;CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 1",0.04,Non-significant,0.03,0.182554200089207,0.858725234116518,14.64,1,0.933678281930804,0.850096810885416,0.92728532233345,0.04
NAA10,N-alpha-acetyltransferase 10,-0.06,Non-significant,0.03,-0.181934996333545,0.859198646578522,15.7,2,0.933704128681194,0.860934461228776,0.934328662544409,-0.06
PIAS1,E3 SUMO-protein ligase PIAS1,-0.09,Non-significant,0.03,-0.18190392104996,0.85922240673806,14.09,1,0.933704128681194,0.862825418227475,0.935386221995597,-0.09
ZPR1,Zinc finger protein ZPR1,0.02,Non-significant,0.03,0.182082484624103,0.859085879047686,17.18,7,0.933704128681194,0.863748843120374,0.93568015925995,0.02
FAM120B,Constitutive coactivator of peroxisome proliferator-activated receptor gamma,-0.09,Non-significant,0.03,-0.181673231638255,0.859398796439821,14.86,2,0.933724325841796,0.86368186097214,0.93568015925995,-0.09
ENGASE,Cytosolic endo-beta-N-acetylglucosaminidase,-0.09,Non-significant,0.03,-0.180782585640606,0.860079877877439,14.1,2,0.933949832519877,0.864531569564136,0.93595828611447,-0.09
NAGA,Alpha-N-acetylgalactosaminidase,-0.01,Non-significant,0.03,-0.180976062263427,0.859931915113255,18.9,5,0.933949832519877,0.825932942586768,0.913808006971935,-0.01
TMEM167A,Protein kish-A,-0.03,Non-significant,0.03,-0.18082901779138,0.860044368009281,18.77,2,0.933949832519877,0.841274546367791,0.92284661727184,-0.03
CACTIN,Cactin,-0.05,Non-significant,0.029,-0.179275190242215,0.861232863869313,16.11,3,0.934687244225004,0.863231222005093,0.93565472441915,-0.05
PALM3,Paralemmin-3,-0.05,Non-significant,0.029,-0.179489339220987,0.861069043411907,17.15,8,0.934687244225004,0.866980218172183,0.937226295587212,-0.05
PTMS,Parathymosin,0.02,Non-significant,0.029,0.179421629610113,0.86112083940929,22.02,1,0.934687244225004,0.808128847084793,0.902037047387422,0.02
GNPTG,N-acetylglucosamine-1-phosphotransferase subunit gamma,-0.05,Non-significant,0.029,-0.178975378427847,0.861462226555549,15.85,2,0.934764715666456,0.862335777775197,0.935386221995597,-0.05
PUS7L,Pseudouridylate synthase 7 homolog-like protein,0.05,Non-significant,0.029,0.178642060545159,0.861717237940666,15.09,2,0.934869984762545,0.862530176711948,0.935386221995597,0.05
SHOC2,Leucine-rich repeat protein SHOC-2,0.03,Non-significant,0.029,0.178284841597174,0.861990553756221,16.12,6,0.93499506994969,0.866681374463269,0.937162590040052,0.03
PPIL1,Peptidyl-prolyl cis-trans isomerase-like 1,0.02,Non-significant,0.029,0.178019621432971,0.862193491672786,19.36,2,0.935043784865812,0.839639051011671,0.922075772983678,0.02
DNTTIP2,Deoxynucleotidyltransferase terminal-interacting protein 2,-0.01,Non-significant,0.029,-0.176068849895703,0.863686480459764,18.1,14,0.935291527247515,0.884886283941307,0.946641139410724,-0.01
MRPL27,"39S ribosomal protein L27, mitochondrial",-0.02,Non-significant,0.029,-0.177006505649022,0.86296879162525,19.36,4,0.935291527247515,0.850128709781235,0.92728532233345,-0.02
MTM1,Myotubularin,0.01,Non-significant,0.029,0.176168129274138,0.863610485117772,16.47,8,0.935291527247515,0.86739249191657,0.937270664968207,0.01
POLDIP3,Polymerase delta-interacting protein 3,0.02,Non-significant,0.029,0.177175834429912,0.8628391999697,17.78,10,0.935291527247515,0.869514899579153,0.938340262777649,0.02
PPP1R9B,Neurabin-2;Neurabin-2;Neurabin-1,0.03,Non-significant,0.029,0.176571315219695,0.863301873511327,15.47,1,0.935291527247515,0.845548813665398,0.92547397899707,0.03
SERINC5,Serine incorporator 5,0.02,Non-significant,0.029,0.176249602788588,0.86354812070957,17.65,1,0.935291527247515,0.796113919716964,0.894863865197864,0.02
SGSH,N-sulphoglucosamine sulphohydrolase,-0.02,Non-significant,0.029,-0.176422938840737,0.863415442812766,19.25,6,0.935291527247515,0.86461855533238,0.93595828611447,-0.02
SNRPE,Small nuclear ribonucleoprotein E,-0.02,Non-significant,0.029,-0.177016758039287,0.862960945087265,18.89,1,0.935291527247515,0.717709984730744,0.846966489759037,-0.02
CIT,Citron Rho-interacting kinase,0.1,Non-significant,0.029,0.175371622089626,0.864220228044614,14.32,5,0.935698278012805,0.869870234692346,0.938468922757395,0.1
EPB41L1,Band 4.1-like protein 1 (Fragment),0.09,Non-significant,0.028,0.17415498138612,0.865151771836945,15.6,1,0.936535498345994,0.868866681643685,0.937852685414091,0.09
MCAM,Cell surface glycoprotein MUC18,0.04,Non-significant,0.028,0.172576698568007,0.8663605355066,16.59,3,0.937672450812613,0.867687927529198,0.93738187899557,0.04
PTPN6,Tyrosine-protein phosphatase non-receptor type 6,-0.02,Non-significant,0.028,-0.172059320028519,0.86675686020371,15.88,7,0.937929835739823,0.870907808206463,0.938689432358681,-0.02
PSMA7,Proteasome subunit alpha type-7,-0.01,Non-significant,0.028,-0.171384110297594,0.867274145564825,22.01,17,0.938317995850625,0.886500891133958,0.947394204906623,-0.01
TRIM27,Zinc finger protein RFP,0.05,Non-significant,0.028,0.170898428321763,0.867646272239589,16.43,2,0.938548993206883,0.867993124052177,0.93738187899557,0.05
PTRH1,Probable peptidyl-tRNA hydrolase,-0.02,Non-significant,0.027,-0.169291051233714,0.868878075787819,16.99,5,0.939709664492145,0.870261009118788,0.938468922757395,-0.02
WDR7,WD repeat-containing protein 7,-0.04,Non-significant,0.027,-0.168979067470924,0.869117205268949,14.05,2,0.9397965101565,0.865253720720867,0.936303267283353,-0.04
DHX36,Putative ATP-dependent RNA helicase DHX57;ATP-dependent DNA/RNA helicase DHX36,-0.01,Non-significant,0.027,-0.168480846860175,0.869499110283055,17.29,11,0.94003768235791,0.879069064970044,0.943146266079374,-0.01
POMT1,Dolichyl-phosphate-mannose--protein mannosyltransferase (Fragment),-0.03,Non-significant,0.027,-0.167961518667069,0.869897232425412,19.65,1,0.940124552376468,0.858295291829975,0.932696646787504,-0.03
TMEM106B,Transmembrane protein 106B,0.02,Non-significant,0.027,0.16807137828957,0.869813009774241,18.77,5,0.940124552376468,0.868904583647127,0.937852685414091,0.02
TMEM123,Porimin,0.02,Non-significant,0.027,0.167624950518493,0.87015526922148,18.96,1,0.940231688820945,0.794514200003692,0.89460333423822,0.02
ZGPAT,Zinc finger CCCH-type with G patch domain-containing protein,-0.02,Non-significant,0.027,-0.167330077607172,0.870381352620968,16.66,8,0.940304265740053,0.875114229691004,0.941806274478296,-0.02
HNRNPH3,Heterogeneous nuclear ribonucleoprotein H3;Heterogeneous nuclear ribonucleoprotein H3;Heterogeneous nuclear ribonucleoprotein H;Heterogeneous nuclear ribonucleoprotein H;Heterogeneous nuclear ribonucleoprotein H;Heterogeneous nuclear ribonucleoprotein H;Heterogeneous nuclear ribonucleoprotein H2,0.01,Non-significant,0.027,0.166793927788911,0.870792457858297,21.78,2,0.940416224707608,0.727520276721931,0.852892138524977,0.01
WFIKKN2,"WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein 2",0.03,Non-significant,0.027,0.166780368391661,0.870802855361329,17.21,1,0.940416224707608,0.841267672225081,0.92284661727184,0.03
FAM120A,Constitutive coactivator of PPAR-gamma-like protein 1 (Fragment),-0.02,Non-significant,0.026,-0.16567579379713,0.871649942268584,16.52,1,0.94110948832405406,0.80977947562014,0.90268748252531394,-0.02
ITPK1,Inositol-tetrakisphosphate 1-kinase,-0.1,Non-significant,0.026,-0.165528511463807,0.87176290442862,14.32,2,0.94110948832405406,0.876331620603998,0.942004730968299,-0.1
NAA30,N-alpha-acetyltransferase 30,0.03,Non-significant,0.026,0.165056814464721,0.872124705454863,17.92,4,0.941201392018009,0.873645096848464,0.94108101912477,0.03
PUDP,Pseudouridine-5'-phosphatase,-0.03,Non-significant,0.026,-0.165002756758249,0.872166170768082,17.05,3,0.941201392018009,0.870632217905665,0.938689432358681,-0.03
ARHGEF12,Rho guanine nucleotide exchange factor 12,-0.02,Non-significant,0.026,-0.164657593727183,0.872430939846698,16.8,9,0.941315439655892,0.878022459074595,0.942878201514406,-0.02
ATXN7L1,Ataxin-7-like protein 1,-0.08,Non-significant,0.026,-0.16398587992258,0.872946248048416,14.24,1,0.94152806228627,0.875886776899268,0.941952391659936,-0.08
PKN2,Serine/threonine-protein kinase N2,0.01,Non-significant,0.026,0.164092811106829,0.872864211152911,17.51,20,0.94152806228627,0.888685668703308,0.948808770449076,0.01
ACTR8,Actin-related protein 8,-0.08,Non-significant,0.026,-0.162929449209746,0.873756819195742,14,1,0.941723301405782,0.876596302455934,0.94203057058332,-0.08
IPO5,Importin-5;Importin-5;Ran-binding protein 6,-0.02,Non-significant,0.026,-0.162522397797991,0.874069179737937,17.99,1,0.941723301405782,0.800014366100749,0.897381043453674,-0.02
NSMCE4A,Non-structural maintenance of chromosomes element 4 homolog A,0.02,Non-significant,0.026,0.163030906085909,0.873678967388656,16.61,5,0.941723301405782,0.874890571532735,0.941806274478296,0.02
PLPP6,Phospholipid phosphatase 6,-0.08,Non-significant,0.026,-0.162505432474355,0.874082198972546,15.81,4,0.941723301405782,0.879007462083285,0.943146266079374,-0.08
STRN4,Striatin-4,0.02,Non-significant,0.026,0.163091462378642,0.873632500862025,17.01,4,0.941723301405782,0.870268544730408,0.938468922757395,0.02
WDR59,GATOR complex protein WDR59,0.06,Non-significant,0.026,0.162769078569783,0.873879880699497,14.47,2,0.941723301405782,0.876876893799413,0.942160991576381,0.06
GCC2,GRIP and coiled-coil domain-containing protein 2;GRIP and coiled-coil domain-containing protein 2,0.04,Non-significant,0.026,0.162166080978534,0.874342626467705,18.02,17,0.9418323904623,0.880207185842002,0.943853917837464,0.04
FAM234A,Protein FAM234A,-0.02,Non-significant,0.026,-0.16119452821355,0.875088308967017,16.89,5,0.94229254306785,0.876413054585176,0.942004730968299,-0.02
ZNF512,Zinc finger protein 512,0.01,Non-significant,0.026,0.161318864100832,0.874992872004438,17.82,9,0.94229254306785,0.880522275945709,0.94402071150041,0.01
N4BP1,NEDD4-binding protein 1,0.05,Non-significant,0.026,0.16051762427194,0.87560791936875,14.06,2,0.942509015627595,0.877336558252733,0.94248373550861,0.05
XIAP,E3 ubiquitin-protein ligase XIAP,0.04,Non-significant,0.026,0.160532650410677,0.875596384212226,14.13,2,0.942509015627595,0.875467708668396,0.941844078580163,0.04
INTS12,Integrator complex subunit 12,0.03,Non-significant,0.025,0.159601250011532,0.876311452366088,16.39,3,0.943094736931638,0.87409700452321,0.941396428060399,0.03
HGD,"Homogentisate 1,2-dioxygenase",0.01,Non-significant,0.025,0.159101766109755,0.876694971359962,19.13,12,0.943335905716838,0.887334863898016,0.948060742088219,0.01
EIF2AK4,eIF-2-alpha kinase GCN2,0.07,Non-significant,0.025,0.158843630686992,0.876893188712205,14.37,1,0.943377635929112,0.879049974713751,0.943146266079374,0.07
MAN2B2,Epididymis-specific alpha-mannosidase,-0.05,Non-significant,0.025,-0.157080405666261,0.878247373514639,15.89,8,0.944423351662726,0.883473330677316,0.945984744411451,-0.05
SLC25A26,S-adenosylmethionine mitochondrial carrier protein,-0.05,Non-significant,0.025,-0.157138772326517,0.878202540392723,14.3,3,0.944423351662726,0.881666844123839,0.944563229527567,-0.05
TMED8,Protein TMED8,-0.03,Non-significant,0.025,-0.156954556677626,0.878344043298966,15.96,2,0.944423351662726,0.872142377736492,0.939633366545307,-0.03
CHUK,Inhibitor of nuclear factor kappa-B kinase subunit alpha,0.03,Non-significant,0.024,0.15584166289983,0.879198993630244,16.31,4,0.945166073565442,0.880060731841311,0.943853917837464,0.03
HPRT1,Hypoxanthine-guanine phosphoribosyltransferase,0.01,Non-significant,0.024,0.155485405164304,0.879472713309455,19.68,10,0.945166073565442,0.886022633253858,0.947225499321874,0.01
VBP1,Prefoldin subunit 3,-0.02,Non-significant,0.024,-0.155431656799728,0.879514010655962,18.14,5,0.945166073565442,0.881315011056392,0.944357283669082,-0.02
AP1G2,AP-1 complex subunit gamma-like 2,-0.01,Non-significant,0.024,-0.154932241248078,0.879897752703197,17.17,7,0.945406755537465,0.882733484127545,0.945363624539852,-0.01
PRPF38B,Pre-mRNA-splicing factor 38B,0.03,Non-significant,0.024,0.154149751200738,0.880499069540148,16.59,3,0.94572680480859606,0.881223518827431,0.944357283669082,0.03
RPL17,60S ribosomal protein L17,-0.01,Non-significant,0.024,-0.154128645759006,0.880515289452519,22.82,7,0.94572680480859606,0.874695323766067,0.941806274478296,-0.01
EEFSEC,Selenocysteine-specific elongation factor,-0.01,Non-significant,0.024,-0.152826052571395,0.881516467364313,18.07,12,0.946630297167811,0.89242357659096,0.951607551394613,-0.01
TOM1L1,TOM1-like protein 1,0.02,Non-significant,0.023,0.1512417341926,0.882734474436642,17.05,3,0.947766264787083,0.862507691005365,0.935386221995597,0.02
ORM2,Alpha-1-acid glycoprotein 2,0.07,Non-significant,0.023,0.150758623292434,0.883105948719104,16.8,1,0.947993087549154,0.885644742933749,0.947225499321874,0.07
MSH3,DNA mismatch repair protein Msh3,0.01,Non-significant,0.023,0.149993395520006,0.883694409312564,16.96,9,0.948452715382268,0.888836744059359,0.948808770449076,0.01
MBD2,Methyl-CpG-binding domain protein 2,-0.03,Non-significant,0.023,-0.14975871673162,0.883874892279926,17.12,6,0.948474381142605,0.887718053571725,0.94814822813519,-0.03
PALM,Paralemmin-1,0.07,Non-significant,0.023,0.149310867356889,0.884219336311889,15.33,2,0.948671951578867,0.887847304681666,0.94814822813519,0.07
TMCC1,Transmembrane and coiled-coil domains protein 1,-0.02,Non-significant,0.023,-0.148859440175089,0.884566557599294,19.14,3,0.948872429534993,0.867057079946662,0.937226295587212,-0.02
TMX1,Thioredoxin-related transmembrane protein 1,-0.01,Non-significant,0.023,-0.148540155078417,0.884812155465124,22.07,15,0.948963843372692,0.900525787597821,0.956626765747991,-0.01
ARL2BP,ADP-ribosylation factor-like protein 2-binding protein,-0.02,Non-significant,0.023,-0.148074375631651,0.88517046139674,18.61,5,0.949026242666799,0.884647868009974,0.946557221521703,-0.02
PLPBP,Pyridoxal phosphate homeostasis protein,-0.01,Non-significant,0.023,-0.148047526794923,0.885191115984125,19.33,6,0.949026242666799,0.882698413109262,0.945363624539852,-0.01
ARHGAP5,Rho GTPase-activating protein 5,0.03,Non-significant,0.022,0.146081688478834,0.886703662476373,15.78,7,0.950475646897228,0.891098450331503,0.950708534188875,0.03
FNDC3B,Fibronectin type III domain-containing protein 3B,-0.01,Non-significant,0.022,-0.145870163363886,0.88686644165716,18.95,21,0.950477945170335,0.897193840128155,0.955095079663232,-0.01
ACBD6,Acyl-CoA-binding domain-containing protein 6,0.05,Non-significant,0.022,0.145462105104938,0.887180478488141,14.46,2,0.950603888389182,0.88929004671065,0.948950262648677,0.05
ARMCX3,Armadillo repeat-containing X-linked protein 3,-0.01,Non-significant,0.022,-0.144914969496893,0.887601579654413,17.76,10,0.950603888389182,0.893529625986788,0.952272117608758,-0.01
GGT1,Glutathione hydrolase 1 proenzyme,-0.01,Non-significant,0.022,-0.145097088054071,0.887461408621811,20.51,12,0.950603888389182,0.901732508198657,0.957401014934218,-0.01
NUBP1,Cytosolic Fe-S cluster assembly factor NUBP1,-0.01,Non-significant,0.022,-0.144882486028148,0.887626581603892,18.49,5,0.950603888389182,0.884177002174307,0.946235190708087,-0.01
BTF3L4,Transcription factor BTF3 homolog 4,0.02,Non-significant,0.022,0.144666570738848,0.887792771046189,18.99,4,0.95060981293527,0.886550906298457,0.947394204906623,0.02
SUGP1,SURP and G-patch domain-containing protein 1,0.01,Non-significant,0.022,0.144163768034503,0.888179799026066,16.47,5,0.950852156836844,0.87626937709185,0.942004730968299,0.01
SEC61G,Protein transport protein Sec61 subunit gamma,-0.02,Non-significant,0.022,-0.143665016579056,0.88856373896535,20.48,2,0.951091107716711,0.85492419313323,0.9314281809555,-0.02
CHKA,Choline kinase alpha,0.02,Non-significant,0.021,0.142036756007693,0.889817386777563,17.38,7,0.951916376344755,0.893927493289609,0.952353074863993,0.02
PIP4P1,"Type 1 phosphatidylinositol 4,5-bisphosphate 4-phosphatase",0.01,Non-significant,0.021,0.14208053716485,0.889783674147115,17.4,4,0.951916376344755,0.879790776603056,0.943749460688956,0.01
SWAP70,Switch-associated protein 70,0.01,Non-significant,0.021,0.142297298496123,0.889616765667542,17.51,5,0.951916376344755,0.887897470356108,0.94814822813519,0.01
ARPC5,Actin-related protein 2/3 complex subunit 5,0.02,Non-significant,0.021,0.141086002853289,0.890549547999322,20.66,1,0.952224165180034,0.791861225402211,0.893039782404277,0.02
RBM6,RNA-binding protein 6,0.01,Non-significant,0.021,0.14103622073202,0.890587887460928,16.3,8,0.952224165180034,0.894529350524785,0.952822712341162,0.01
USP12,Ubiquitin carboxyl-terminal hydrolase 12,-0.07,Non-significant,0.021,-0.141174148731835,0.890481663598215,15.54,1,0.952224165180034,0.89342965613934,0.952272117608758,-0.07
CCDC90B,"Coiled-coil domain-containing protein 90B, mitochondrial",-0.03,Non-significant,0.021,-0.140556094078531,0.890957669824909,17.17,5,0.952447431319601,0.893879500913843,0.952353074863993,-0.03
MLF2,Myeloid leukemia factor 2,0.02,Non-significant,0.021,0.140214272083968,0.891220949834365,16.81,1,0.952556784712777,0.875383955074906,0.941844078580163,0.02
COA5,Cytochrome c oxidase assembly factor 5,0.02,Non-significant,0.021,0.139574729961743,0.891713578588708,17.23,3,0.952911187377531,0.881070350436603,0.944357283669082,0.02
MTAP,S-methyl-5'-thioadenosine phosphorylase,0.01,Non-significant,0.021,0.139324294399566,0.891906498117351,19.28,12,0.952945241849109,0.900117631652098,0.956626765747991,0.01
ATP6V1F,V-type proton ATPase subunit F,-0.02,Non-significant,0.021,-0.138268647542571,0.892719781829696,17.51,4,0.953350451687573,0.893207911628401,0.952272117608758,-0.02
PRPS1,Ribose-phosphate pyrophosphokinase 2;Ribose-phosphate pyrophosphokinase 3;Ribose-phosphate pyrophosphokinase 3;Ribose-phosphate pyrophosphokinase 1,-0.03,Non-significant,0.021,-0.138276382329049,0.892713822377837,17.18,1,0.953350451687573,0.88607286441551,0.947225499321874,-0.03
THG1L,Probable tRNA(His) guanylyltransferase,0.01,Non-significant,0.021,0.138204618397292,0.892769114889445,17.51,2,0.953350451687573,0.782822134351677,0.888539913477627,0.01
RAE1,mRNA export factor,-0.01,Non-significant,0.021,-0.137846612541847,0.893044959402225,18.95,7,0.953472938430704,0.891427178480396,0.950759941719049,-0.01
MFAP1,Microfibrillar-associated protein 1,-0.01,Non-significant,0.021,-0.137564195073127,0.893262573380907,17.85,5,0.953533221485627,0.870097642512349,0.938468922757395,-0.01
SBDS,Ribosome maturation protein SBDS,-0.01,Non-significant,0.02,-0.136425834935975,0.894139819251274,19.12,13,0.953953355663503,0.906007973491173,0.958664016299583,-0.01
SNRPA,U2 small nuclear ribonucleoprotein B'';U1 small nuclear ribonucleoprotein A,-0.01,Non-significant,0.02,-0.136500263977498,0.894082457985484,19.76,5,0.953953355663503,0.878311830355698,0.943017800801064,-0.01
SSC4D,Scavenger receptor cysteine-rich domain-containing group B protein,0.03,Non-significant,0.02,0.136619128596253,0.893990852259366,13.78,1,0.953953355663503,0.889171476659068,0.948950262648677,0.03
