"Genes","ProtDesc","X1H_vs_H5H","Diff_Abund","negLog10_sca_adjPval","sca.t","sca.P.Value","AveExpr","count","sca.adj.pval","P.Value","adj.P.Val","SharedSignificant","unchanged","backgrdnd"
"MTMR10","Myotubularin-related protein 10",0.32,"Non-significant",0.368,0.923955222716043,0.37625464564717,14.43,3,0.428299103173202,0.390679675071007,0.441998401031577,FALSE,TRUE,FALSE
"ZSWIM8","Zinc finger SWIM domain-containing protein 8",0.18,"Non-significant",0.368,0.923637707117754,0.376412495647852,15.98,2,0.428396371753864,0.344865398457069,0.396073090580449,FALSE,TRUE,FALSE
"MED12","Mediator of RNA polymerase II transcription subunit 12",0.34,"Non-significant",0.367,0.921215557140172,0.377618189029506,15.68,5,0.429685927786074,0.399248374204698,0.450102826284497,FALSE,TRUE,FALSE
"PDLIM5","PDZ and LIM domain protein 5 (Fragment)",0.6,"Non-significant",0.366,0.920406974823604,0.378021291278772,15.47,1,0.430061907420975,0.396947031550887,0.448146457868078,FALSE,FALSE,FALSE
"HMGN1","Non-histone chromosomal protein HMG-14",0.3,"Non-significant",0.366,0.918836378608347,0.378805149217682,17.13,3,0.43078801997329,0.391675806367329,0.442871344596883,FALSE,TRUE,FALSE
"RELCH","RAB11-binding protein RELCH",0.4,"Non-significant",0.366,0.918950933772581,0.378747937879875,15.08,2,0.43078801997329,0.39343756500229,0.444608493529134,FALSE,FALSE,FALSE
"TPRN","Taperin",0.28,"Non-significant",0.365,0.917716292286981,0.379364866333364,16.38,2,0.43134164375375,0.382221994156314,0.433590402496724,FALSE,FALSE,FALSE
"DNAAF5","Dynein assembly factor 5, axonemal",0.09,"Non-significant",0.364,0.916189273459114,0.380128871486915,16.66,9,0.432127287721052,0.402104472989328,0.452673547693656,FALSE,FALSE,FALSE
"FBXO21","F-box only protein 21",-0.22,"Non-significant",0.364,-0.914855250759659,0.380797203710871,14.84,1,0.432720770953952,0.356127058261196,0.407740674096651,FALSE,TRUE,FALSE
"PIKFYVE","1-phosphatidylinositol 3-phosphate 5-kinase",0.3,"Non-significant",0.364,0.914898015683115,0.380775766061053,14.37,2,0.432720770953952,0.38732314709343,0.438788256050512,FALSE,FALSE,FALSE
"PTPRM","Receptor-type tyrosine-protein phosphatase mu",0.52,"Non-significant",0.364,0.914701441184435,0.38087431402245,15.17,2,0.432725291104231,0.399851597748139,0.450565969125069,TRUE,FALSE,FALSE
"WDR6","WD repeat-containing protein 6",0.18,"Non-significant",0.363,0.912947295419903,0.381754509327516,15.76,6,0.433642048702422,0.39915036712216,0.450102826284497,FALSE,FALSE,FALSE
"JUP","Junction plakoglobin;Junction plakoglobin;Catenin beta-1",-0.07,"Non-significant",0.362,-0.911558074712877,0.38245260827017,20.25,4,0.434351647434663,0.21062422003946,0.255906264881619,FALSE,TRUE,FALSE
"TSSC4","Protein TSSC4",-0.25,"Non-significant",0.36,-0.908241794854465,0.384122705637046,16.4,2,0.436164661150336,0.381723704955727,0.433182032211622,FALSE,FALSE,FALSE
"SMG1","Serine/threonine-protein kinase SMG1",0.18,"Non-significant",0.36,0.907526183505162,0.384483762668271,15.8,7,0.436490871778234,0.405270805662278,0.455804477685554,FALSE,FALSE,FALSE
"CDKN2AIP","CDKN2A-interacting protein",0.06,"Non-significant",0.357,0.902472881768761,0.387040153192595,18.47,13,0.439308763944098,0.429579704942041,0.47995149436217,FALSE,TRUE,FALSE
"ALG13","N-acetylglucosaminyldiphosphodolichol N-acetylglucosaminyltransferase",0.93,"Non-significant",0.357,0.902211464828029,0.38717272327054,20.36,1,0.439320096757301,0.409572974005799,0.460118338179668,FALSE,FALSE,FALSE
"DTNB","Dystrobrevin beta",-0.09,"Non-significant",0.357,-0.902160382651256,0.387198631838656,16.7,5,0.439320096757301,0.356994802108728,0.408576062684206,FALSE,FALSE,FALSE
"PSMA4","Proteasome subunit alpha type (Fragment)",0.37,"Non-significant",0.356,0.900363469904452,0.388110787234344,15,1,0.440270615043255,0.397319500338123,0.448481397081395,FALSE,FALSE,FALSE
"TRIM26","Tripartite motif-containing protein 26",-0.12,"Non-significant",0.356,-0.89890741623646,0.388851015929436,16.42,6,0.441025773673466,0.398780156378883,0.44978692056688,FALSE,FALSE,FALSE
"DMGDH","Dimethylglycine dehydrogenase, mitochondrial",0.51,"Non-significant",0.356,0.898599561898096,0.389007649215972,15.03,1,0.441034347654897,0.405687774862001,0.456186728213315,FALSE,TRUE,FALSE
"MRPL32","39S ribosomal protein L32, mitochondrial",-0.2,"Non-significant",0.356,-0.898640557400856,0.388986788559945,17.5,4,0.441034347654897,0.398331865180364,0.44936694876496,FALSE,TRUE,FALSE
"YTHDF1","YTH domain-containing family protein 3;YTH domain-containing family protein 3;YTH domain-containing family protein 1",-0.24,"Non-significant",0.355,-0.897626593027785,0.389502976062366,18.38,3,0.441511323632379,0.3968099849669,0.448077229207853,FALSE,FALSE,FALSE
"NTMT1","N-terminal Xaa-Pro-Lys N-methyltransferase 1",-0.18,"Non-significant",0.355,-0.896952377976554,0.389846469124823,17.31,5,0.441731435812252,0.402499878055952,0.453032485915364,FALSE,FALSE,FALSE
"TMUB2","Transmembrane and ubiquitin-like domain-containing protein 2",-0.44,"Non-significant",0.355,-0.896971590383388,0.389836678033435,14.09,1,0.441731435812252,0.403690770322698,0.454286475465843,FALSE,FALSE,FALSE
"CAVIN2","Caveolae-associated protein 2",-0.25,"Non-significant",0.354,-0.896054801293391,0.390304086498703,13.74,2,0.44216528428352,0.389971276007402,0.441281323414763,FALSE,TRUE,FALSE
"TMEM87A","Transmembrane protein 87A",0.1,"Non-significant",0.354,0.895258242334011,0.390710515100313,17.58,5,0.442540987337012,0.377818424707683,0.429500791353575,FALSE,TRUE,FALSE
"FXR1","Fragile X mental retardation syndrome-related protein 1;Fragile X mental retardation syndrome-related protein 1;Fragile X mental retardation syndrome-related protein 1;Fragile X mental retardation syndrome-related protein 2",0.11,"Non-significant",0.353,0.893374604758882,0.391672777975844,19.05,1,0.443479070547629,0.128659131585718,0.165315110009271,FALSE,FALSE,FALSE
"M6PR","Cation-dependent mannose-6-phosphate receptor",-0.08,"Non-significant",0.353,-0.893343601643045,0.391688629826248,19.42,5,0.443479070547629,0.35792491909887,0.409403005278952,FALSE,TRUE,FALSE
"UPF2","Regulator of nonsense transcripts 2",0.19,"Non-significant",0.351,0.888593443712686,0.394122658219246,15.21,6,0.446149563551422,0.412797863500313,0.463086649393158,FALSE,TRUE,FALSE
"PPP1R12A","Protein phosphatase 1 regulatory subunit 12A",-0.07,"Non-significant",0.35,-0.887647122005377,0.394608815838366,17.6,12,0.44661445357988,0.428449186836799,0.479050234035022,FALSE,FALSE,FALSE
"NAA38","N-alpha-acetyltransferase 38, NatC auxiliary subunit",-0.3,"Non-significant",0.349,-0.885053623092712,0.395943317751006,14.23,3,0.448039130069364,0.409788519060222,0.460185740610995,FALSE,TRUE,FALSE
"HLTF","Helicase-like transcription factor",-0.19,"Non-significant",0.348,-0.884556098800122,0.396199679484327,16.21,3,0.448243499714869,0.393973108050372,0.445128676787102,FALSE,FALSE,FALSE
"NUDT2","Bis(5'-nucleosyl)-tetraphosphatase [asymmetrical]",0.3,"Non-significant",0.347,0.881441759256748,0.397807033527853,14.52,2,0.449975954384307,0.405071486974932,0.455666917952599,FALSE,TRUE,FALSE
"VLDLR","Very low-density lipoprotein receptor",0.25,"Non-significant",0.346,0.88051324337171,0.398287125536463,15.1,1,0.450432897897411,0.38975785356511,0.441144123562449,FALSE,TRUE,FALSE
"STX5","Syntaxin-5",0.07,"Non-significant",0.346,0.88015735318501,0.398471245831297,18.16,8,0.450555008901927,0.409205897759634,0.459793258078951,FALSE,TRUE,FALSE
"LSM3","U6 snRNA-associated Sm-like protein LSm3",0.11,"Non-significant",0.346,0.879278287413024,0.398926283902383,20.67,1,0.450983343876653,0.180010275190328,0.222875245511858,FALSE,TRUE,FALSE
"METTL8","mRNA N(3)-methylcytidine methyltransferase METTL8",0.47,"Non-significant",0.345,0.877440176166485,0.399878920510259,15.13,1,0.451973939380937,0.415449785201978,0.46557128390911,FALSE,TRUE,FALSE
"SLC25A12","Calcium-binding mitochondrial carrier protein Aralar1;Calcium-binding mitochondrial carrier protein Aralar1;Calcium-binding mitochondrial carrier protein Aralar2",0.05,"Non-significant",0.343,0.87470317706412,0.401300330739869,20.88,8,0.453493899348321,0.396780271511822,0.448077229207853,FALSE,TRUE,FALSE
"CEPT1","Choline/ethanolaminephosphotransferase 1",0.09,"Non-significant",0.342,0.87218627058784,0.402610509781853,20.18,3,0.454887604807948,0.245667254716596,0.293303701807526,FALSE,TRUE,FALSE
"RAB33B","Ras-related protein Rab-33B",-0.13,"Non-significant",0.341,-0.869201060589395,0.404168276906009,17.76,2,0.456440862631006,0.318406072968687,0.369123968212328,FALSE,TRUE,FALSE
"SAAL1","Protein SAAL1",0.29,"Non-significant",0.341,0.869108422661989,0.404216684161986,14.4,1,0.456440862631006,0.404839675383213,0.455492747526615,FALSE,TRUE,FALSE
"UBR2","E3 ubiquitin-protein ligase UBR2",0.2,"Non-significant",0.341,0.869380825150721,0.404074353640932,16.02,4,0.456440862631006,0.414998277938899,0.465153402266426,FALSE,FALSE,FALSE
"CLN5","Ceroid-lipofuscinosis neuronal protein 5",-0.1,"Non-significant",0.34,-0.866976443155391,0.405331834448389,17.15,3,0.457612757952894,0.31813722573541,0.36895687273156,FALSE,FALSE,FALSE
"NRDE2","Nuclear exosome regulator NRDE2",0.27,"Non-significant",0.339,0.866168851743338,0.405754802810715,15.11,3,0.458002893596146,0.417766378749556,0.467901507299096,FALSE,TRUE,FALSE
"CHMP4A","Charged multivesicular body protein 4a",0.11,"Non-significant",0.339,0.865982916020384,0.405852227734886,17.05,4,0.458021154307244,0.377273994546369,0.42896430163929,FALSE,FALSE,FALSE
"YTHDF3","YTH domain-containing family protein 3;YTH domain-containing family protein 3;YTH domain-containing family protein 3;YTH domain-containing family protein 3;YTH domain-containing family protein 1",0.13,"Non-significant",0.339,0.865842531634579,0.405925795705118,17.2,2,0.458021154307244,0.327536879902501,0.378079539286598,FALSE,FALSE,FALSE
"SH3GL1","Endophilin-A2",0.08,"Non-significant",0.339,0.864845382710734,0.40644861135159,19.55,7,0.458523628859362,0.410462738653326,0.460680581299645,FALSE,FALSE,FALSE
"RBM45","RNA-binding protein 45",-0.16,"Non-significant",0.337,-0.862224974531501,0.407824717070892,16.23,3,0.459988343672983,0.392220916927593,0.443318274204502,FALSE,TRUE,FALSE
"QTRT1","Queuine tRNA-ribosyltransferase catalytic subunit 1",-0.1,"Non-significant",0.337,-0.861933539297904,0.407977960856999,18.15,5,0.460073488544094,0.397879936039907,0.448942711965699,FALSE,TRUE,FALSE
"NAA35","N-alpha-acetyltransferase 35, NatC auxiliary subunit",0.12,"Non-significant",0.337,0.861743414153298,0.408077954541332,17.1,5,0.460098562694562,0.409679751996096,0.460150928732138,FALSE,FALSE,FALSE
"IMMT","MICOS complex subunit MIC60",-0.11,"Non-significant",0.337,-0.861362801170867,0.408278183021113,18.77,3,0.460236618200786,0.337749375457686,0.389108850191419,FALSE,TRUE,FALSE
"SF3B4","Splicing factor 3B subunit 4",-0.1,"Non-significant",0.337,-0.861146703638082,0.408391895005384,19.28,6,0.460277112904163,0.413507943490828,0.463746493865661,FALSE,TRUE,FALSE
"PDZD11","PDZ domain-containing protein 11",-0.14,"Non-significant",0.337,-0.86055668940157,0.408702474736702,16.28,3,0.460539429254821,0.382458294416367,0.433775297692475,FALSE,TRUE,FALSE
"DUSP11","RNA/RNP complex-1-interacting phosphatase",-0.25,"Non-significant",0.336,-0.858802622721076,0.409626757221973,15.66,2,0.461493054547299,0.411563831275824,0.461828786205016,FALSE,TRUE,FALSE
"TNFRSF10D","Tumor necrosis factor receptor superfamily member 10D",-0.45,"Non-significant",0.335,-0.856297542815509,0.410949248664953,13.55,1,0.462894860908152,0.426193472647481,0.476618177595,FALSE,FALSE,FALSE
"WDR41","WD repeat-containing protein 41",-0.26,"Non-significant",0.333,-0.853223639710424,0.412576007989984,14.07,2,0.464638796969307,0.415909633767956,0.465998353153758,TRUE,FALSE,FALSE
"STAT6","Signal transducer and activator of transcription 6",-0.3,"Non-significant",0.331,-0.850412807976293,0.414067375801464,13.83,1,0.466229621811087,0.41651987344899,0.466593731767829,FALSE,TRUE,FALSE
"KIFBP","KIF-binding protein",0.08,"Non-significant",0.331,0.849241391302324,0.414689984477409,18.37,7,0.466841826132577,0.421923133788246,0.472288910825775,FALSE,TRUE,FALSE
"TYMP","Thymidine phosphorylase",0.23,"Non-significant",0.329,0.845089847796426,0.416901645416619,14.63,2,0.469242350376666,0.414027398596285,0.464241068314235,FALSE,TRUE,FALSE
"BLOC1S4","Biogenesis of lysosome-related organelles complex 1 subunit 4",0.5,"Non-significant",0.328,0.844073959178776,0.417444056200832,14.82,1,0.469720348322731,0.434374641555505,0.4847594783259,FALSE,FALSE,FALSE
"DCTN4","Dynactin subunit 4",-0.06,"Non-significant",0.328,-0.84384853569932,0.417564480678987,17.7,7,0.469720348322731,0.41009916607882,0.460377347520817,FALSE,TRUE,FALSE
"SRD5A3","Polyprenol reductase",0.44,"Non-significant",0.328,0.843868029195855,0.417554066043472,14.38,1,0.469720348322731,0.432332646777251,0.482662692637924,FALSE,TRUE,FALSE
"MRPL41","39S ribosomal protein L41, mitochondrial",-0.07,"Non-significant",0.327,-0.842438745137851,0.418318144128045,19.01,5,0.470478703441483,0.373439135486482,0.424930647052599,FALSE,TRUE,FALSE
"ATP5F1D","ATP synthase subunit delta, mitochondrial",0.06,"Non-significant",0.327,0.841968343716206,0.41856982164927,21.95,7,0.470672298498429,0.406402672652207,0.456903783789305,FALSE,TRUE,FALSE
"GSTCD","Glutathione S-transferase C-terminal domain-containing protein",-0.31,"Non-significant",0.327,-0.840750443306413,0.419221906640366,14.22,2,0.471315983581806,0.429268709615361,0.479694609026269,FALSE,TRUE,FALSE
"MCUR1","Mitochondrial calcium uniporter regulator 1",0.17,"Non-significant",0.326,0.840205568942186,0.419513863783784,16.62,3,0.471554622342069,0.412841317483338,0.463086649393158,FALSE,TRUE,FALSE
"RAPGEF5","Rap guanine nucleotide exchange factor 5",-0.66,"Non-significant",0.326,-0.839401349836992,0.419945034936905,14.78,1,0.471949624258627,0.440128182488055,0.49081011228455,TRUE,FALSE,FALSE
"BHLHE40","Class E basic helix-loop-helix protein 40",-0.21,"Non-significant",0.326,-0.838842759977214,0.420244691179344,15.29,1,0.472196702944964,0.400586933174951,0.451222707709154,TRUE,FALSE,FALSE
"GOLT1B","Vesicle transport protein GOT1B",0.12,"Non-significant",0.325,0.837601446986465,0.420911111217968,19.72,3,0.472765953887001,0.373005283734082,0.424518612012803,FALSE,TRUE,FALSE
"NCBP2","Nuclear cap-binding protein subunit 2",0.13,"Non-significant",0.325,0.837719965370176,0.420847451867427,18.79,4,0.472765953887001,0.410114753892551,0.460377347520817,FALSE,FALSE,FALSE
"PSMD4","26S proteasome non-ATPase regulatory subunit 4",0.05,"Non-significant",0.324,0.835684130056812,0.42194185411236,19.06,11,0.473743823677957,0.456053533088675,0.507135642790019,FALSE,FALSE,FALSE
"SNX3","Sorting nexin-3;Sorting nexin-3;Sorting nexin-12",-0.29,"Non-significant",0.324,-0.835692378793186,0.4219374159844,17.37,2,0.473743823677957,0.430494485859584,0.480882739820872,FALSE,TRUE,FALSE
"TOP3A","DNA topoisomerase 3-alpha",-0.55,"Non-significant",0.323,-0.833201867126197,0.423278831235338,13.5,1,0.475154779817776,0.441627199073476,0.492110760248165,FALSE,TRUE,FALSE
"SUDS3","Sin3 histone deacetylase corepressor complex component SDS3",0.38,"Non-significant",0.323,0.832731232751274,0.423532641394082,15.51,2,0.475349514250528,0.438875405449265,0.489505329697135,FALSE,TRUE,FALSE
"NDUFB1","NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1",0.09,"Non-significant",0.323,0.832455202038,0.423681550578475,20.25,2,0.47542646212267,0.155671209309865,0.196188827579653,FALSE,TRUE,FALSE
"G6PC3","Glucose-6-phosphatase 3",-0.28,"Non-significant",0.323,-0.832056372205275,0.423896767813167,16.36,1,0.47557777306608,0.424180407400312,0.474636057221567,FALSE,TRUE,FALSE
"FASTKD1","FAST kinase domain-containing protein 1, mitochondrial",0.2,"Non-significant",0.322,0.830590003029739,0.42468868340898,15.74,5,0.476285621632095,0.441197545541117,0.491724595397775,FALSE,TRUE,FALSE
"WDCP","WD repeat and coiled-coil-containing protein",0.24,"Non-significant",0.322,0.830736796562737,0.424609362587722,14.27,2,0.476285621632095,0.424871958635373,0.47531998095018,FALSE,FALSE,FALSE
"COPS8","COP9 signalosome complex subunit 8",0.05,"Non-significant",0.322,0.830427436196153,0.42477653903308,19.5,7,0.476293875584372,0.400754221435106,0.451325224254192,FALSE,TRUE,FALSE
"PUS7L","Pseudouridylate synthase 7 homolog-like protein",-0.22,"Non-significant",0.32,-0.827037366903804,0.42661140353525,14.93,2,0.478260643182659,0.421369900503091,0.471758883874511,FALSE,FALSE,FALSE
"PRRC2A","Protein PRRC2A",0.08,"Non-significant",0.32,0.826107981775942,0.427115355730104,17.79,20,0.47873490431048,0.466677600760757,0.517393922372382,FALSE,FALSE,FALSE
"CTNNAL1","Alpha-catulin",0.17,"Non-significant",0.319,0.824425268808216,0.428028807125849,16.44,2,0.4796678885916,0.400555410033696,0.451222707709154,FALSE,TRUE,FALSE
"CAT","Catalase",0.02,"Non-significant",0.318,0.821734370274125,0.429492257155664,21.06,34,0.481216755461099,0.649309497616621,0.693996441003892,FALSE,TRUE,FALSE
"NOMO2","Nodal modulator 2",-0.33,"Non-significant",0.316,-0.819218404968204,0.430863585237536,19.43,2,0.482661839047804,0.443577189091917,0.494004560108578,TRUE,FALSE,FALSE
"DCTN1","Dynactin subunit 1",0.04,"Non-significant",0.316,0.817944772041882,0.431558890040546,18.62,32,0.483349224374392,0.535848349523144,0.586499201651581,FALSE,TRUE,FALSE
"SYNJ1","Synaptojanin-1",0.25,"Non-significant",0.315,0.816468035502893,0.432366007837402,13.98,1,0.484161557224434,0.428573011642109,0.479056272132719,FALSE,TRUE,FALSE
"CCDC58","Coiled-coil domain-containing protein 58",0.08,"Non-significant",0.314,0.81434464578485,0.433528314762608,20.33,6,0.485371246632044,0.423319296434775,0.473762110271337,FALSE,TRUE,FALSE
"SLC35C1","GDP-fucose transporter 1",0.43,"Non-significant",0.314,0.813610784685536,0.433930499600313,14.29,2,0.485729619019117,0.451258823085885,0.502181391047429,FALSE,FALSE,FALSE
"KDM2B","Lysine-specific demethylase 2B",0.44,"Non-significant",0.313,0.811634158297998,0.435014999734394,15.71,1,0.486851475965275,0.450254036390063,0.501251765441205,FALSE,TRUE,FALSE
"BAG5","BAG family molecular chaperone regulator 5",-0.24,"Non-significant",0.312,-0.810753297826147,0.435498872663472,14.64,4,0.487208702883298,0.45085376106991,0.501825000799598,FALSE,FALSE,FALSE
"STX16","Syntaxin-16",0.11,"Non-significant",0.312,0.810868300774285,0.435435679195319,16.9,6,0.487208702883298,0.444966497339694,0.495458555656561,FALSE,TRUE,FALSE
"CDSN","Corneodesmosin;Corneodesmosin",0.18,"Non-significant",0.312,0.8097229868012,0.436065293651163,15.81,1,0.487750159269175,0.399636172743534,0.450408996975904,FALSE,FALSE,FALSE
"CYP19A1","Aromatase",0.21,"Non-significant",0.311,0.807583990885959,0.437242778195923,14.66,3,0.48897477198739,0.442001976530093,0.492435642087848,FALSE,FALSE,FALSE
"ARHGEF18","Rho guanine nucleotide exchange factor 18",-0.14,"Non-significant",0.308,-0.802298275805814,0.440161484514398,15.9,2,0.492145786823827,0.39123778480281,0.442460621689263,FALSE,FALSE,FALSE
"SLC2A2","Solute carrier family 2, facilitated glucose transporter member 2 (Fragment)",0.12,"Non-significant",0.307,0.79983571116496,0.441525654537243,16.84,1,0.49357780047173,0.323049389477004,0.373409501374376,FALSE,TRUE,FALSE
"SLC25A17","Peroxisomal membrane protein PMP34",0.15,"Non-significant",0.306,0.79883255509437,0.442082162061281,15.99,3,0.494106564585681,0.43124007728974,0.481624676731482,FALSE,TRUE,FALSE
"CYP4F2","Cytochrome P450 4F2;Cytochrome P450 4F2;Cytochrome P450 4F2;Cytochrome P450 4F11;Cytochrome P450 4F11",0.14,"Non-significant",0.306,0.797767317959195,0.442673613748347,17.63,1,0.494674178007359,0.366617754139187,0.418053045141949,FALSE,FALSE,FALSE
"RGN","Regucalcin",-0.47,"Non-significant",0.305,-0.796829572231038,0.443194708135899,18.05,5,0.495162969796094,0.465706820300695,0.516414403245729,TRUE,FALSE,FALSE
"GAN","Gigaxonin",0.34,"Non-significant",0.305,0.796230616326247,0.443527751505515,14.67,2,0.495408580032449,0.457114095332057,0.508124009408187,FALSE,TRUE,FALSE
"RECQL5","ATP-dependent DNA helicase Q5",-0.27,"Non-significant",0.305,-0.796133093269976,0.443581993748845,15.26,4,0.495408580032449,0.460862625882079,0.511714047165371,FALSE,TRUE,FALSE
"CEBPB","CCAAT/enhancer-binding protein beta",-0.1,"Non-significant",0.304,-0.794278761162982,0.444614199329353,17.9,1,0.496467676435512,0.139635166588544,0.177873257417528,FALSE,TRUE,FALSE
"ACADVL","Very long-chain specific acyl-CoA dehydrogenase, mitochondrial",0.03,"Non-significant",0.304,0.793453676681232,0.445073984237015,21.57,38,0.496887314100079,0.591912023479576,0.640282165069223,FALSE,TRUE,FALSE
"RSPRY1","RING finger and SPRY domain-containing protein 1",0.11,"Non-significant",0.303,0.791766173860423,0.446015327460932,16.74,8,0.497844310995346,0.465442134918798,0.516217640546303,FALSE,TRUE,FALSE
"MAP4K3","Mitogen-activated protein kinase kinase kinase kinase 3",-0.44,"Non-significant",0.303,-0.791047607473733,0.446416561771816,14.1,2,0.498104242127821,0.464221986782903,0.514960910347663,FALSE,FALSE,FALSE
"TAPBP","Tapasin",-0.1,"Non-significant",0.303,-0.791196249513653,0.44633354343263,18.73,1,0.498104242127821,0.197033599602082,0.241484214046834,FALSE,TRUE,FALSE
"CAVIN1","Caveolae-associated protein 1",0.22,"Non-significant",0.302,0.79019137249094,0.446894975607445,14.19,1,0.498544036702348,0.434963704878843,0.485325333163891,FALSE,FALSE,FALSE
"SLC39A10","Zinc transporter ZIP10",-0.16,"Non-significant",0.301,-0.787316324452982,0.44850383214111,16.39,3,0.50017147391033,0.442410583087147,0.492798083608179,FALSE,TRUE,FALSE
"TRIAP1","TP53-regulated inhibitor of apoptosis 1",-0.25,"Non-significant",0.301,-0.78728233818397,0.448522873173604,15.93,2,0.50017147391033,0.453436746662989,0.50451019744357,FALSE,TRUE,FALSE
"STRN4","Striatin-4",-0.07,"Non-significant",0.301,-0.78700157165539,0.448680194638001,16.65,4,0.500252630803288,0.335152436462896,0.386417959187638,FALSE,FALSE,FALSE
"MICOS10","MICOS complex subunit MIC10",-0.5,"Non-significant",0.3,-0.786061050811896,0.449207457138927,14.86,2,0.500746142405997,0.468331628791638,0.518936001415753,FALSE,TRUE,FALSE
"MTF2","Metal-response element-binding transcription factor 2",-0.34,"Non-significant",0.299,-0.783510149423687,0.45063954037187,14.2,1,0.502247911166012,0.460775016680466,0.511712795363798,FALSE,TRUE,FALSE
"TJP1","Tight junction protein ZO-1",-0.04,"Non-significant",0.299,-0.783105221640132,0.450867140698175,17.68,33,0.502406943787401,0.53285725470958,0.583873402984553,FALSE,TRUE,FALSE
"FRK","Hepatocyte growth factor receptor;Tyrosine-protein kinase FRK",0.39,"Non-significant",0.299,0.782936941440945,0.450961748988534,17.33,2,0.50241774972042,0.467146883110921,0.517817180098786,FALSE,FALSE,FALSE
"IMPA2","Inositol monophosphatase 2",-0.25,"Non-significant",0.299,-0.782488164344869,0.451214117643213,16.08,2,0.502604279761839,0.456676982443533,0.507733503404432,TRUE,FALSE,FALSE
"PDHB","Pyruvate dehydrogenase E1 component subunit beta, mitochondrial",-0.04,"Non-significant",0.298,-0.780948835784073,0.452080451989639,20.93,14,0.503474502996931,0.510609759399744,0.56178466834665,FALSE,TRUE,FALSE
"MRPL24","39S ribosomal protein L24, mitochondrial",0.06,"Non-significant",0.298,0.780203139834236,0.452500517661668,18.71,8,0.503752692945266,0.459504029863336,0.510492929910131,FALSE,TRUE,FALSE
"TECR","Very-long-chain enoyl-CoA reductase",0.06,"Non-significant",0.298,0.780225242166768,0.452488063329184,20.6,11,0.503752692945266,0.483133530777635,0.533738069755651,FALSE,TRUE,FALSE
"PLEKHA2","Pleckstrin homology domain-containing family A member 2",-0.49,"Non-significant",0.297,-0.779480623121629,0.452907767397825,15.62,2,0.50411122266609,0.471847232777187,0.522635731250957,FALSE,FALSE,FALSE
"BPNT2","Golgi-resident adenosine 3',5'-bisphosphate 3'-phosphatase",0.05,"Non-significant",0.294,0.77277702078188,0.456697600434641,19,8,0.508111514829555,0.45959993590017,0.510503626942239,FALSE,TRUE,FALSE
"DNAJB9","DnaJ homolog subfamily B member 9",0.35,"Non-significant",0.294,0.772859992015242,0.456650568464551,14.42,1,0.508111514829555,0.467487209739053,0.518097362806888,FALSE,FALSE,FALSE
"KPNA1","Importin subunit alpha-7;Importin subunit alpha-5",0.1,"Non-significant",0.294,0.772668072050735,0.456759362409735,17.33,6,0.508111514829555,0.464170570900172,0.514960910347663,FALSE,FALSE,FALSE
"NSF","Vesicle-fusing ATPase",0.03,"Non-significant",0.293,0.770171735089196,0.458175987265958,20.76,35,0.509591600874563,0.598857822220953,0.646495481496329,FALSE,TRUE,FALSE
"PSMA3","Proteasome subunit alpha type-3",-0.28,"Non-significant",0.293,-0.769646092833672,0.458474639786117,14.4,1,0.509827935278041,0.462306037558597,0.513124146357948,TRUE,FALSE,FALSE
"TARBP2","RISC-loading complex subunit TARBP2",-0.1,"Non-significant",0.292,-0.767516572886679,0.459685844201434,16.41,4,0.510982742840482,0.435734188176915,0.486093361885899,FALSE,FALSE,FALSE
"WDR81","WD repeat-containing protein 81",0.09,"Non-significant",0.292,0.767639539057042,0.45961584897149,16.53,8,0.510982742840482,0.476330192263558,0.527403770139123,FALSE,FALSE,FALSE
"MTHFD1","C-1-tetrahydrofolate synthase, cytoplasmic",0.17,"Non-significant",0.289,0.763089464253344,0.462210419448755,17.74,1,0.513692534161962,0.425186466538476,0.475581913517611,FALSE,FALSE,FALSE
"CTSA","Lysosomal protective protein",0.05,"Non-significant",0.289,0.76193865640584,0.462868124363563,20.97,15,0.514326890489991,0.513643421552987,0.564702364423824,FALSE,TRUE,FALSE
"KDM4A","Lysine-specific demethylase 4A",0.24,"Non-significant",0.288,0.759626470214263,0.464191385330528,15.95,4,0.515700418137576,0.480534933215772,0.531484398569589,FALSE,FALSE,FALSE
"ESYT1","Extended synaptotagmin-1",-0.03,"Non-significant",0.286,-0.757378284654982,0.465480334612933,19.97,41,0.517035318172466,0.580222032864441,0.628671263222651,FALSE,TRUE,FALSE
"PIK3R4","Phosphoinositide 3-kinase regulatory subunit 4",0.13,"Non-significant",0.286,0.757200858491908,0.465582155271218,15.48,6,0.517051353742454,0.480184332414718,0.531372862333624,FALSE,FALSE,FALSE
"AGFG2","Arf-GAP domain and FG repeat-containing protein 2",-0.14,"Non-significant",0.286,-0.755971331239822,0.466288142046573,16.59,2,0.517738212889768,0.431952167782773,0.48232892560307,FALSE,FALSE,FALSE
"LIN7A","Protein lin-7 homolog A;Protein lin-7 homolog A;Protein lin-7 homolog C",-0.11,"Non-significant",0.285,-0.754446218099628,0.467164799882337,18.84,3,0.518614281595458,0.428616512535173,0.479056272132719,FALSE,FALSE,FALSE
"ABHD2","Monoacylglycerol lipase ABHD2",-0.28,"Non-significant",0.285,-0.753564290605655,0.467672223536137,14.53,2,0.519080200086911,0.477120367192549,0.528179833990329,FALSE,FALSE,FALSE
